Gene	wt_ribo_YPD1	wt_ribo_YPD2	wt_ribo_YPD3	ncs2d_ribo_YPD1	ncs2d_ribo_YPD2	ncs2d_ribo_YPD3	elp6d_ribo_YPD1	elp6d_ribo_YPD2	elp6d_ribo_YPD3	ncs2d_elp6d_ribo_YPD1	ncs2d_elp6d_ribo_YPD2	ncs2d_elp6d_ribo_YPD3
NM_001181544.1	3856	4044	3908	3671	3377	3727	3296	3394	3330	3101	3119	3134
NM_001181545.2	236	194	261	249	230	250	252	259	269	255	257	254
NM_001181546.3	28	24	18	26	29	30	21	21	19	19	20	14
NM_001181547.2	25	25	24	19	15	28	27	17	17	18	23	16
NM_001181548.1	532	522	585	528	520	601	416	444	465	510	518	523
NM_001181549.1	44	41	31	55	50	66	59	56	63	40	43	38
NM_001181550.1	2125	1942	2135	1533	1573	1407	1747	1721	1563	1052	1067	1053
NM_001181551.1	68	56	56	63	61	56	75	51	86	73	69	72
NM_001181554.1	3241	3006	3037	2533	2804	2879	2801	2859	3175	2963	2931	2971
NM_001181555.1	901	898	895	705	696	657	578	603	619	561	617	557
NM_001181556.1	1437	1594	1464	1609	1427	1652	1464	1530	1673	1885	1738	1839
NM_001181557.1	1080	1057	1071	849	905	815	808	768	859	718	793	722
NM_001181558.1	633	631	726	701	727	718	635	677	716	701	734	683
NM_001181559.1	170	175	164	169	160	152	171	171	161	187	200	198
NM_001181560.1	205	204	233	207	181	207	206	191	202	198	197	202
NM_001181561.2	986	1024	937	1038	1025	1098	964	897	976	1009	925	952
NM_001181562.1	300	266	272	216	239	243	263	254	223	238	243	235
NM_001181563.2	27231	26102	23896	23506	23317	22403	24338	22958	24149	21485	20866	20463
NM_001181564.1	123	150	156	141	175	171	139	139	125	164	143	156
NM_001181565.1	109	98	98	88	77	61	129	79	106	118	128	119
NM_001181566.1	288	256	254	208	227	217	240	232	297	232	196	214
NM_001181567.1	703	701	702	749	747	858	776	776	727	662	657	665
NM_001181569.1	15793	14125	13314	13125	13939	13228	12678	12395	14016	11689	11651	11806
NM_001181570.1	204	183	222	205	192	174	222	228	237	221	206	260
NM_001181571.1	48302	44674	43612	41512	42873	42115	42216	43280	46211	38563	38571	37546
NM_001181572.1	191	179	206	150	151	131	167	139	157	138	159	124
NM_001181573.1	915	928	887	1016	931	902	697	729	757	744	823	685
NM_001181574.1	356	376	308	465	489	505	429	447	457	621	532	586
NM_001181576.1	1238	1184	1317	1388	1386	1629	1247	1311	1346	1400	1402	1424
NM_001181577.1	39	26	34	49	34	40	34	45	42	48	38	41
NM_001181578.1	1253	1286	1345	1437	1378	1392	1368	1367	1352	1415	1417	1329
NM_001181579.1	244	276	232	273	260	280	261	255	283	267	270	253
NM_001181580.1	56	75	101	65	71	63	85	89	75	95	95	99
NM_001181581.1	1802	1772	1720	1740	1717	1584	1768	1580	1771	1807	1726	1548
NM_001181582.1	317	290	325	334	314	281	400	405	416	458	394	444
NM_001181584.1	1378	1192	1319	1472	1742	1682	1606	1691	1488	1718	1778	1646
NM_001181586.1	16	12	8	17	24	17	10	12	33	44	47	28
NM_001181587.1	1189	1185	1330	1073	1088	1139	1243	1241	1123	1152	1072	1090
NM_001181588.1	196	153	208	175	181	232	215	185	196	181	211	208
NM_001181589.1	359	406	404	384	385	376	343	361	351	365	370	354
NM_001181590.1	1101	1099	1180	977	938	988	810	813	867	442	479	520
NM_001181591.1	17822	16646	16454	11992	12184	14747	12173	12383	13235	13372	12685	13609
NM_001181592.1	43533	42076	36071	41280	38140	45826	37615	38608	42144	47494	43052	45681
NM_001181593.1	6	10	16	25	23	18	31	29	26	27	28	33
NM_001181594.1	16	16	19	9	14	8	34	22	29	32	34	35
NM_001181595.1	157	147	209	200	223	167	204	176	177	275	254	244
NM_001181596.1	57	65	79	57	43	60	55	49	43	57	60	46
NM_001181597.2	314	332	317	319	293	313	278	314	277	309	296	304
NM_001181598.1	750	800	641	892	758	788	746	756	764	843	817	826
NM_001181599.1	763	844	786	829	871	680	840	830	745	909	899	898
NM_001181600.1	5521	5283	5520	4789	5178	5036	5216	5323	5481	4332	4499	4253
NM_001181601.2	707	812	758	777	754	737	646	647	684	648	642	662
NM_001181603.1	82	118	101	82	72	109	52	53	58	67	67	66
NM_001181604.2	2219	2084	2082	2304	2447	2516	2524	2457	2360	2668	2717	2791
NM_001181605.1	3742	3686	4114	3501	3652	4473	4188	4130	4051	3724	4080	3901
NM_001181606.1	874	855	820	959	934	844	822	852	817	878	848	816
NM_001181607.1	1911	1871	1855	1699	1943	1745	1841	1893	1963	1897	1869	1812
NM_001181609.1	914	1025	705	863	727	816	703	604	721	726	736	821
NM_001181610.1	19509	19287	17128	18034	18442	16580	15314	15815	16044	14917	14343	13993
NM_001181611.1	1124	1088	1100	1036	1099	1068	1093	1122	1126	1037	1109	1048
NM_001181612.2	480	472	425	569	524	462	467	453	405	504	577	480
NM_001181613.1	257	227	266	211	188	222	239	249	242	206	227	223
NM_001181614.1	161	158	153	155	136	139	169	150	170	142	159	141
NM_001181616.2	1200	1191	1248	1200	1261	1334	1360	1293	1313	1261	1319	1303
NM_001181617.1	359	358	375	339	383	394	294	338	316	361	394	338
NM_001181618.1	46	32	82	53	43	70	76	56	56	71	76	64
NM_001181619.2	2322	2418	2351	2018	1967	2043	2114	2079	2103	1687	1824	1861
NM_001181620.1	285	296	238	297	236	273	250	236	284	317	278	300
NM_001181622.1	12251	11672	11963	9872	10621	10008	9413	10683	10321	8904	8288	7990
NM_001181623.1	28727	27406	23622	25067	25857	20780	22465	21938	24359	19017	17913	18587
NM_001181624.1	12064	10883	9304	11550	11662	10736	10132	10489	10886	15942	15647	15124
NM_001181625.1	1352	1363	1337	1218	1350	1305	1156	1123	1162	1087	1026	1101
NM_001181626.1	245	224	222	191	195	204	223	275	195	221	194	212
NM_001181627.1	400	377	399	393	427	437	515	503	452	559	552	557
NM_001181629.1	1997	2125	2195	2353	2423	2874	2851	2741	2574	2862	3056	3167
NM_001181630.1	740	910	834	884	817	836	793	728	799	755	765	808
NM_001181631.1	1172	1169	1232	1097	1170	1096	1107	1085	1114	1165	1187	1147
NM_001181633.1	2308	2125	2369	3711	3715	4033	5549	5711	5354	7072	6335	6592
NM_001181634.1	413	427	472	477	447	417	481	491	526	571	548	536
NM_001181636.1	252	226	256	307	286	306	232	246	212	283	255	241
NM_001181637.1	474	533	449	501	470	449	465	429	454	480	430	445
NM_001181638.1	84	81	87	123	102	111	151	137	125	165	131	131
NM_001181639.1	107	101	108	92	94	68	99	83	92	103	80	83
NM_001181640.1	963	1000	1135	1061	1034	1046	1426	1306	1377	1309	1171	1314
NM_001181641.1	414	414	427	359	427	407	416	384	491	420	426	333
NM_001181642.1	124	118	137	102	98	124	89	114	104	116	104	100
NM_001181643.1	108	129	134	116	134	132	130	160	159	155	165	156
NM_001181645.1	1838	1895	1821	1983	1916	2242	1985	2153	2055	2031	1902	2082
NM_001181646.1	0	1	2	1	0	3	1	4	0	1	0	0
NM_001181647.1	12	17	21	15	13	31	7	18	11	15	18	16
NM_001181649.1	4	0	2	3	0	0	2	0	1	0	1	0
NM_001181650.1	2595	2526	2446	2923	2957	2247	3332	3415	3507	2473	2838	2399
NM_001181651.1	149	150	158	127	109	119	128	137	117	108	126	112
NM_001181652.1	11	7	16	14	13	20	28	13	14	31	37	39
NM_001181654.1	38	39	55	31	33	55	50	47	40	65	45	55
NM_001181655.1	402	420	388	482	509	416	485	453	501	547	483	547
NM_001181656.1	0	1	0	1	0	2	0	1	0	0	1	1
NM_001181657.1	21	21	29	26	39	30	28	40	36	37	30	32
NM_001181658.1	1328	1399	1288	1479	1489	1440	1386	1473	1346	1437	1538	1482
NM_001181659.3	1202	1308	1338	1378	1225	1323	1340	1360	1385	1333	1278	1458
NM_001181660.1	403	403	473	347	362	348	355	386	349	338	386	389
NM_001181661.1	19	17	3	10	13	8	12	10	10	7	10	14
NM_001181662.3	413	420	519	449	463	459	480	502	503	458	471	448
NM_001181663.1	328	330	366	448	431	467	452	479	420	473	476	459
NM_001181664.3	3788	3994	4246	3123	3066	2965	2895	2788	2671	2673	2602	2631
NM_001181665.1	47	30	32	45	46	46	47	53	58	72	76	74
NM_001181666.1	201431	169201	186755	149045	150711	159245	161395	160424	178790	132566	132005	130715
NM_001181667.1	388	457	427	400	400	348	375	314	347	363	360	346
NM_001181668.3	132	157	203	245	238	262	295	293	234	272	261	267
NM_001181669.1	124	119	137	134	120	114	130	109	111	137	152	158
NM_001181670.4	91	114	126	102	116	109	104	96	85	128	111	106
NM_001181671.1	408	394	393	376	362	421	384	392	352	359	431	448
NM_001181672.1	1855	1874	1786	1451	1556	1285	1216	1159	1226	1333	1324	1201
NM_001181673.3	2343	2471	2316	2186	2179	2256	1895	1934	1916	1515	1496	1481
NM_001181674.1	10487	9885	10330	10955	11719	12514	13800	14150	15723	15324	13947	15253
NM_001181675.1	637	698	659	604	673	649	541	580	647	562	486	513
NM_001181677.3	167	154	161	163	197	215	215	214	288	314	307	297
NM_001181679.1	79	79	77	77	70	74	81	69	72	60	63	66
NM_001181680.1	119	77	105	109	98	108	105	108	97	142	148	115
NM_001181682.3	659	636	742	601	679	732	666	694	738	719	651	640
NM_001181683.1	518	612	512	477	513	429	640	632	671	735	720	657
NM_001181684.3	0	0	0	0	1	0	1	0	0	0	0	0
NM_001181685.2	81	55	90	18	29	55	15	26	47	12	10	23
NM_001181687.2	90	142	134	72	76	76	90	87	88	41	38	40
NM_001181688.3	231	268	290	242	243	207	270	248	283	259	227	259
NM_001181689.1	759	807	765	808	777	829	916	1070	984	899	970	1027
NM_001181690.1	786	737	882	832	816	793	765	772	780	834	839	820
NM_001181691.3	478	485	483	574	578	616	677	620	645	685	627	722
NM_001181692.1	177	164	167	176	178	222	168	170	180	186	201	156
NM_001181693.1	187	206	198	219	211	214	197	185	212	229	220	244
NM_001181694.3	32	27	32	32	33	28	28	18	33	33	34	28
NM_001181697.1	96	75	103	70	68	104	95	82	84	83	72	65
NM_001181698.1	700	716	752	694	694	699	806	869	704	752	734	779
NM_001181699.3	1177	1226	1253	1128	1099	1117	1225	1172	1196	1084	1064	1057
NM_001181700.1	970	1051	1090	1330	1269	1339	1243	1132	1239	1372	1416	1324
NM_001181701.1	342	343	280	299	289	276	252	249	326	260	195	244
NM_001181702.3	537	494	572	504	560	543	569	619	551	606	592	559
NM_001181703.1	26563	25794	26421	28582	27164	30010	26924	26604	28430	28848	27503	29458
NM_001181704.1	495	519	528	612	558	622	589	569	600	560	606	614
NM_001181705.3	3795	3518	2446	2995	3023	1892	2206	2163	2387	1759	1651	1570
NM_001181706.1	522	537	501	630	680	584	600	717	654	646	646	639
NM_001181707.1	585	580	556	508	509	551	503	504	473	465	437	466
NM_001181708.3	191	202	155	148	172	156	122	139	121	121	133	112
NM_001181709.1	649	612	750	612	562	687	629	650	600	625	671	672
NM_001181710.1	210	231	246	292	314	276	274	232	271	333	313	306
NM_001181711.3	192	225	161	216	168	219	176	183	203	212	190	214
NM_001181712.1	107	121	116	98	116	83	90	88	81	83	75	83
NM_001181713.1	158	141	174	210	188	222	237	185	194	290	290	221
NM_001181714.3	185	226	251	210	199	202	199	174	168	206	186	204
NM_001181715.1	302	325	287	294	292	265	285	292	285	231	239	256
NM_001181716.1	190	181	222	220	239	225	254	213	253	249	273	254
NM_001181717.3	965	983	969	1001	952	839	1055	949	1013	932	824	907
NM_001181718.1	1160	1185	995	962	833	811	743	781	692	621	676	714
NM_001181719.1	61	52	60	21	19	20	22	22	24	14	12	10
NM_001181720.3	247	272	337	273	311	371	335	323	359	379	368	371
NM_001181721.1	1048	956	1034	738	755	853	804	757	881	715	722	689
NM_001181722.1	5199	5255	4855	5496	5340	5467	4981	5001	5393	5291	5310	5459
NM_001181723.3	3129	2895	2940	3447	3427	3698	3660	3665	3784	4306	4068	4096
NM_001181724.1	769	859	763	756	679	752	830	823	852	782	722	877
NM_001181725.1	207	184	225	228	221	222	228	204	219	241	246	225
NM_001181726.3	809	805	836	819	839	818	751	687	768	715	751	691
NM_001181727.1	1429	1388	1459	1092	1165	1033	1124	1106	1144	957	896	954
NM_001181728.1	5798	5310	5369	5212	5293	5596	4495	4571	4988	4737	4529	4432
NM_001181730.3	1533	1413	1593	1325	1413	1667	1430	1486	1590	1615	1669	1636
NM_001181731.1	354	353	403	347	362	490	495	444	459	459	508	460
NM_001181732.1	299	347	340	423	425	445	411	371	462	484	497	463
NM_001181733.3	1386	1418	1411	1223	1321	1298	1463	1511	1462	1314	1363	1433
NM_001181734.1	1273	1286	1510	1470	1589	1507	1711	1548	1645	1801	1827	1784
NM_001181735.1	3031	3265	3225	3110	3486	3394	3181	3657	4057	4308	4393	4380
NM_001181736.3	38	46	43	50	71	55	75	93	82	89	105	78
NM_001181738.1	394	420	451	428	442	432	480	495	484	505	488	493
NM_001181739.3	138	133	150	121	150	127	124	140	127	96	124	104
NM_001181740.1	244	229	193	223	236	199	198	197	185	265	183	255
NM_001181741.1	216	191	185	257	286	253	226	196	224	282	284	264
NM_001181742.3	1272	1094	1227	1182	1161	1296	1158	1306	1253	1387	1425	1339
NM_001181743.1	452	491	507	531	521	402	380	432	406	410	373	416
NM_001181745.1	1089	1180	1209	1276	1246	1202	1345	1305	1286	1392	1361	1386
NM_001181746.3	246	265	240	259	253	273	256	261	266	236	263	239
NM_001181747.1	519	579	530	634	544	613	564	593	607	641	580	611
NM_001181748.1	1125	1067	952	1128	969	1074	1069	1084	1079	1175	1016	1113
NM_001181749.3	1895	2010	1704	2071	1758	1881	1786	1704	1682	2030	1869	2183
NM_001181750.1	400	488	399	437	445	477	330	285	338	332	321	321
NM_001181751.1	164	144	159	133	132	109	160	166	142	162	163	162
NM_001181752.3	12372	11795	11027	10544	10724	9595	9089	8917	9121	8467	8846	7947
NM_001181753.1	4	5	2	4	7	2	3	6	7	14	10	19
NM_001181754.1	244	248	235	306	306	349	219	207	219	304	366	298
NM_001181755.3	171	174	211	177	203	175	202	180	194	168	192	177
NM_001181756.2	121	121	129	122	95	137	123	113	96	143	105	114
NM_001181757.1	297	333	333	399	378	346	348	309	306	349	300	333
NM_001181758.3	202	198	216	259	297	296	261	254	260	354	385	383
NM_001181759.1	435	379	443	500	503	483	459	451	472	564	538	518
NM_001181760.1	120	141	118	181	164	169	127	163	142	181	174	214
NM_001181761.4	695	629	675	1003	1035	1117	1066	1043	1062	1390	1320	1349
NM_001181762.1	17976	15497	15676	19407	20416	23187	17464	18580	20716	22080	22186	22928
NM_001181763.1	9376	8646	8391	7613	7824	8501	7376	7791	8563	7043	6847	7121
NM_001181764.4	157	158	164	120	114	127	151	157	138	121	122	161
NM_001181765.2	1	0	0	0	0	0	2	0	3	0	3	3
NM_001181766.1	23	21	24	20	27	22	23	27	15	7	18	14
NM_001181767.3	3085	2670	2821	8205	8096	8031	17984	16602	17440	17128	16955	18158
NM_001181768.1	153	134	155	145	132	113	126	132	127	155	142	166
NM_001181769.1	194	189	214	217	244	253	271	252	223	232	237	223
NM_001181770.3	142	134	145	147	148	179	165	158	189	189	198	190
NM_001181771.1	270	302	311	283	333	351	344	361	390	411	395	375
NM_001181773.3	14	18	14	6	13	10	10	18	10	17	20	17
NM_001181774.1	299	261	280	193	248	243	206	246	251	181	202	202
NM_001181775.1	2328	2421	2486	1904	2047	2098	1894	2022	1973	1755	1865	1910
NM_001181776.3	636	640	689	673	717	679	734	703	619	651	722	687
NM_001181777.1	79	101	89	72	75	71	83	70	92	65	74	78
NM_001181778.1	46	61	92	52	64	65	46	60	54	85	80	99
NM_001181779.3	8009	8193	7996	8718	9148	9148	8823	9651	10146	11746	11460	11312
NM_001181780.1	172	118	122	126	144	142	141	139	150	169	153	150
NM_001181781.1	61274	57331	53426	48983	51307	49199	50333	51015	56469	43637	42742	44281
NM_001181782.3	613	573	670	653	577	634	689	603	638	582	659	614
NM_001181783.1	1519	1537	1531	1839	1845	1806	1918	1886	1909	2263	2218	2280
NM_001181784.1	567	622	692	598	665	699	681	720	678	618	662	660
NM_001181785.3	401	343	328	467	471	449	512	573	505	769	677	714
NM_001181787.2	142	131	126	93	112	98	104	95	104	74	99	103
NM_001181788.1	144	161	164	190	198	214	287	262	280	319	310	304
NM_001181789.3	586	564	634	551	562	550	492	523	554	527	545	549
NM_001181790.2	1154	1243	1214	1002	977	990	1032	1045	1048	773	743	805
NM_001181791.1	496	442	502	434	464	452	482	479	530	499	517	468
NM_001181792.3	408	375	409	347	289	288	258	271	290	285	256	256
NM_001181793.1	53	72	60	52	57	36	64	57	43	57	49	49
NM_001181794.3	136	126	126	130	138	129	156	166	157	129	142	150
NM_001181795.1	704	796	673	720	721	745	1022	945	867	683	645	615
NM_001181796.2	311	342	345	394	349	376	388	388	387	401	391	413
NM_001181797.3	9280	9175	9565	8954	8764	8951	9269	8865	9369	8299	8182	8508
NM_001181798.1	471	476	475	461	437	440	551	521	523	492	502	519
NM_001181799.1	73	78	90	66	68	73	87	82	103	73	74	77
NM_001181800.3	494	518	588	429	454	440	493	481	450	421	386	390
NM_001181801.1	4256	4206	4267	3733	3694	3793	4065	4001	4204	3181	3420	3430
NM_001181802.1	875	809	734	826	823	821	815	846	883	1047	1003	892
NM_001181803.3	59696	54265	58497	43808	48508	47523	48672	48584	53414	42518	41023	40789
NM_001181805.1	150	149	195	163	172	156	203	171	214	132	93	115
NM_001181806.1	5209	5155	4702	4111	3887	4390	3501	3553	3535	2526	2520	2424
NM_001181807.4	3	5	11	5	1	3	7	5	3	7	8	4
NM_001181808.4	8	8	26	4	5	22	8	8	18	4	10	7
NM_001181809.2	1	2	2	0	0	0	2	4	3	2	1	0
NM_001181810.3	3	2	6	1	1	0	4	0	3	10	8	2
NM_001181811.3	6	1	14	2	1	0	0	1	1	1	1	2
NM_001181812.1	1	8	10	5	5	7	5	3	7	4	7	11
NM_001181813.1	0	3	0	7	0	5	6	6	1	5	8	4
NM_001181814.3	11	9	19	14	22	31	24	30	32	51	41	34
NM_001181816.3	0	2	0	1	0	0	0	0	0	1	0	1
NM_001181817.1	25	32	31	27	43	30	71	49	53	71	75	65
NM_001181818.1	11	3	11	5	4	2	7	5	6	5	9	4
NM_001181819.3	131	119	124	137	108	129	172	169	113	145	169	164
NM_001181821.1	1110	1189	1064	1579	1535	1521	1635	1504	1636	2035	1984	2006
NM_001181822.1	156	131	192	115	115	119	106	115	113	101	91	75
NM_001181823.1	71	103	109	91	95	66	81	82	86	68	78	78
NM_001181824.1	306	283	301	310	359	351	389	396	444	486	442	492
NM_001181825.1	0	0	0	2	1	3	2	0	0	1	1	1
NM_001181826.1	314	318	341	305	305	320	329	358	315	313	344	308
NM_001181827.1	169	214	198	181	227	175	200	237	174	234	178	194
NM_001181828.1	2594	2619	2351	2839	2587	2940	2316	2188	2638	2477	2591	2622
NM_001181829.1	288	272	271	366	312	372	271	254	252	322	311	283
NM_001181830.1	578	520	568	577	659	601	534	657	530	670	645	621
NM_001181831.1	1063	1018	1085	1011	968	1089	945	984	994	900	998	955
NM_001181832.1	304	342	349	247	216	230	247	271	228	195	199	202
NM_001181833.1	1242	1271	1325	973	966	1192	1027	983	959	1000	832	940
NM_001181834.1	717	730	720	606	642	596	593	568	526	511	425	445
NM_001181835.1	861	893	965	988	885	1025	1147	1197	1026	1084	1131	1040
NM_001181838.1	12202	11165	11568	12491	12523	12671	12232	12367	13360	12751	12435	12632
NM_001181839.1	123	125	142	212	204	204	202	231	210	294	302	313
NM_001181841.1	2318	2474	1979	2715	2371	2434	1980	2045	2055	2180	1994	2294
NM_001181842.1	524	535	601	496	562	555	479	519	533	637	619	634
NM_001181843.1	709	715	721	673	653	722	669	794	690	649	661	644
NM_001181844.1	186383	181673	195037	203998	199927	201768	181087	178020	187786	196044	201953	203999
NM_001181845.1	19	5	11	9	11	12	14	9	13	12	15	9
NM_001181846.1	6563	7154	7805	11828	10297	9648	8210	8927	7506	12396	11916	12426
NM_001181847.1	373	404	366	454	440	406	353	342	361	446	414	406
NM_001181848.1	870	767	894	824	751	982	935	931	949	690	724	685
NM_001181849.1	1438	1359	1446	1390	1417	1450	1572	1565	1636	1521	1518	1465
NM_001181851.1	1273	1364	1359	1200	1236	1184	1278	1308	1292	1019	1118	1145
NM_001181852.1	367	358	399	297	288	315	331	364	342	310	304	319
NM_001181853.1	76	70	55	69	94	94	95	69	75	94	105	94
NM_001181854.1	1461	1284	1665	1438	1507	1528	1376	1276	1295	1348	1374	1320
NM_001181855.1	333	301	337	280	330	310	362	384	369	361	348	378
NM_001181856.1	426	483	490	429	501	447	440	473	472	444	443	421
NM_001181858.1	224	197	156	200	183	146	155	163	138	153	129	144
NM_001181859.1	3134	3076	3774	7537	7471	6799	6823	7098	6638	11747	12012	10847
NM_001181860.1	2827	3199	2932	3143	2772	2881	3180	3111	3138	3038	2785	3276
NM_001181861.1	340	371	391	491	585	508	573	619	571	813	788	806
NM_001181862.1	13	11	14	5	13	10	10	10	13	8	10	7
NM_001181863.1	1068	919	965	1095	1064	1154	1181	1171	1270	1335	1338	1355
NM_001181865.1	50758	46094	41860	40087	42242	37974	39378	39517	43635	35770	34214	34451
NM_001181866.1	3	9	8	2	5	8	7	1	4	6	3	1
NM_001181868.1	3148	3294	3357	3029	2751	2773	2874	2950	2646	2219	2259	2578
NM_001181869.1	74	95	185	109	112	103	171	153	138	136	111	95
NM_001181870.1	8955	8317	8483	8830	9050	8572	9310	8966	8975	8822	9473	8713
NM_001181871.1	485	410	488	441	417	422	528	532	493	453	500	465
NM_001181872.1	56	23	27	12	13	5	4	3	6	1	5	1
NM_001181873.1	0	2	3	1	0	2	0	0	0	0	1	1
NM_001181874.2	121	136	132	144	126	134	171	170	149	180	152	152
NM_001181875.1	20	21	13	18	11	12	32	16	24	17	29	18
NM_001181876.1	33	49	39	16	23	12	28	12	22	22	13	15
NM_001181877.1	3	15	10	12	6	2	21	6	10	9	15	22
NM_001181878.1	356	374	357	319	290	290	336	290	308	261	252	260
NM_001181880.1	38	25	32	49	60	119	93	77	102	247	227	146
NM_001181881.1	482	437	407	407	363	525	426	408	408	485	477	471
NM_001181882.1	145	161	179	136	103	104	143	148	135	136	147	135
NM_001181883.1	78	69	81	72	81	76	85	97	106	107	95	106
NM_001181884.1	0	0	0	1	0	0	0	0	0	2	0	1
NM_001181886.1	3	1	0	2	2	0	2	0	1	3	1	1
NM_001181887.1	3	1	0	2	2	2	2	0	1	3	1	2
NM_001181888.1	442	450	432	359	396	359	375	358	358	366	351	403
NM_001181889.1	1417	1508	1378	1113	1139	1079	1111	1100	1142	888	850	870
NM_001181890.1	779	837	884	503	499	526	526	469	491	487	478	487
NM_001181891.1	17	27	31	32	23	25	38	26	35	37	64	45
NM_001181892.1	481	475	486	512	488	507	588	534	501	606	603	586
NM_001181893.1	248	249	254	305	275	300	313	303	303	379	352	371
NM_001181894.1	133	158	151	147	144	141	158	123	148	173	165	148
NM_001181895.1	668	621	715	674	637	649	677	655	628	695	717	684
NM_001181896.1	1633	1672	1615	1535	1566	1478	1222	1359	1275	1341	1395	1268
NM_001181897.1	24	19	26	27	29	23	39	29	29	30	24	26
NM_001181898.1	93	107	127	57	93	78	84	89	82	88	91	70
NM_001181899.1	0	1	0	0	1	0	1	0	1	3	2	5
NM_001181900.1	0	1	0	0	1	0	0	1	1	1	0	0
NM_001181901.1	105	116	122	115	107	124	145	140	123	130	143	143
NM_001181902.1	235	255	279	283	232	318	252	250	224	284	287	248
NM_001181903.1	137	146	111	139	184	144	153	157	171	172	186	202
NM_001181904.1	1899	1822	2095	2000	2266	2586	2174	2245	2276	2634	2635	2476
NM_001181905.1	462	463	491	411	489	457	407	472	448	412	369	398
NM_001181906.1	524	493	472	690	688	589	595	621	589	835	778	794
