transcripts	gene_name	wt_1	wt_2	wt_ssb1_flag_1	wt_ssb1_flag_2	wt_1_rpm	wt_2_rpm	wt_ssb1_flag_1_rpm	wt_ssb1_flag_2_rpm	min_corr_ck	min_corr_ip	comments	peak_num	peak_length	gaps	collision_start	peak_start	peak_end	collision_end	max_site	max_fold	mean_fold	ck_peak_rpm	ip_peak_rpm	P_Value	BHFDR	Peak_loci
YLR183C-t26_1	YLR183C	377	902	804	1498	34.5163	34.998	53.2901	56.8834	0.4753	0.5384	Qualified	3	11	0	265	274	284	293	278	3.7982	2.9601	0.7930250516855583	2.147557644082723	0.035405094209822505	-	cds
YLR183C-t26_1	YLR183C	377	902	804	1498	34.5163	34.998	53.2901	56.8834	0.4753	0.5384	Qualified	4	5	0	365	366	370	371	369	2.3714	2.1787	0.37711232269937195	0.7915698212339157	0.31987382821400795	-	cds
YLR183C-t26_1	YLR183C	377	902	804	1498	34.5163	34.998	53.2901	56.8834	0.4753	0.5384	Qualified	5	5	0	394	403	407	411	404	2.3667	2.2158	0.29253434359623254	0.8436968388184847	0.026651890508161736	-	cds
YLR183C-t26_1	YLR183C	377	902	804	1498	34.5163	34.998	53.2901	56.8834	0.4753	0.5384	Qualified	6	5	0	463	464	468	477	467	2.8547	2.4246	0.2979802136806181	1.1992640872700946	0.045741799182423125	-	cds
YLR185W-t26_1	YLR185W	11889	29002	4303	7403	1088.4991	1125.2894	285.2079	281.1131	-	-	Background value too large	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR186W-t26_1	YLR186W	878	1946	1120	1719	80.3854	75.5056	74.2349	65.2754	0.7531	0.8148	Qualified	1	11	0	47	52	62	65	62	2.909	2.5066	5.593038360975972	7.6450558841259255	0.2594584786494929	-	cds
YLR186W-t26_1	YLR186W	878	1946	1120	1719	80.3854	75.5056	74.2349	65.2754	0.7531	0.8148	Qualified	2	9	0	143	152	160	169	156	3.6328	2.6341	1.8646301139083272	4.631353421686297	0.04067440841430918	-	cds
YLR186W-t26_1	YLR186W	878	1946	1120	1719	80.3854	75.5056	74.2349	65.2754	0.7531	0.8148	Qualified	3	5	0	157	166	170	171	167	3.254	2.7827	0.9691581764213477	2.1903627870269182	0.05672020007951711	-	cds
YLR186W-t26_1	YLR186W	878	1946	1120	1719	80.3854	75.5056	74.2349	65.2754	0.7531	0.8148	Qualified	4	9	0	207	209	217	221	213	4.7671	3.6362	1.9701395925999992	4.578541038451717	0.023722542075024992	-	cds
YLR186W-t26_1	YLR186W	878	1946	1120	1719	80.3854	75.5056	74.2349	65.2754	0.7531	0.8148	Qualified	5	14	0	225	228	241	250	232	5.4991	3.6376	4.255276324829888	10.689465433086719	0.0002139030073566654	-	cds
YLR186W-t26_1	YLR186W	878	1946	1120	1719	80.3854	75.5056	74.2349	65.2754	0.7531	0.8148	Qualified	6	5	0	237	246	250	252	249	3.6342	3.0981	0.5253367813171184	1.6829040817292853	0.08024141171197603	-	cds
YLR187W-t26_1	YLR187W	425	1071	617	1214	38.9109	41.5552	40.8955	46.0991	0.2291	0.3093	Poor repeatability of ck samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR188W-t26_1	YLR188W	232	572	271	638	21.2408	22.1938	17.9622	24.2267	0.3166	0.2215	Poor repeatability of ip samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR189C-t26_1	YLR189C	209	583	583	933	19.135	22.6206	38.6419	35.4287	0.0828	0.2084	Poor repeatability of ck samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR190W-t26_1	YLR190W	360	849	837	1457	32.9599	32.9415	55.4773	55.3265	0.3676	0.6126	Qualified	1	12	0	59	60	71	75	64	3.0382	2.3693	0.5586913175195471	1.549999056989015	0.06822966359681668	-	cds
YLR190W-t26_1	YLR190W	360	849	837	1457	32.9599	32.9415	55.4773	55.3265	0.3676	0.6126	Qualified	2	22	0	109	118	139	148	132	5.1999	3.4801	1.0646278956932582	4.622031547045923	5.554318205137713e-06	-	cds
YLR190W-t26_1	YLR190W	360	849	837	1457	32.9599	32.9415	55.4773	55.3265	0.3676	0.6126	Qualified	3	9	0	135	144	152	161	148	3.6839	2.969	0.48109050494591843	2.540755073920833	0.0008063533612789915	-	cds
YLR190W-t26_1	YLR190W	360	849	837	1457	32.9599	32.9415	55.4773	55.3265	0.3676	0.6126	Qualified	4	15	0	154	163	177	177	165	2.9177	2.4852	0.5656684840490578	2.152389922815413	0.020949070661268433	-	cds
YLR190W-t26_1	YLR190W	360	849	837	1457	32.9599	32.9415	55.4773	55.3265	0.3676	0.6126	Qualified	5	13	0	196	197	209	215	205	3.8742	3.0177	1.0009814161786512	3.758662910471675	0.0019213615120010164	-	cds
YLR190W-t26_1	YLR190W	360	849	837	1457	32.9599	32.9415	55.4773	55.3265	0.3676	0.6126	Qualified	6	6	0	346	347	352	361	350	3.782	3.2098	0.4547131352730005	1.8013122702714868	0.04034389941343018	-	cds
YLR190W-t26_1	YLR190W	360	849	837	1457	32.9599	32.9415	55.4773	55.3265	0.3676	0.6126	Qualified	7	5	0	380	384	388	389	385	3.0691	2.6223	0.35073495302645397	0.8385218772607893	0.38719353741623125	-	cds
YLR190W-t26_1	YLR190W	360	849	837	1457	32.9599	32.9415	55.4773	55.3265	0.3676	0.6126	Qualified	8	5	0	399	408	412	421	411	2.765	2.3766	0.09155514563265017	0.8105562533396684	0.04408382055646948	-	cds
YLR190W-t26_1	YLR190W	360	849	837	1457	32.9599	32.9415	55.4773	55.3265	0.3676	0.6126	Qualified	9	10	0	432	434	443	452	441	3.8749	3.1559	0.67509253637999	2.0571150794616426	0.021633549931358534	-	cds
YLR191W-t26_1	YLR191W	128	300	76	171	11.7191	11.6401	5.0374	6.4934	-	-	Background value too large	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR192C-t26_1	YLR192C	2151	5948	1928	3869	196.9351	230.7848	127.7901	146.917	0.8789	0.7796	Qualified	1	12	0	199	199	210	219	203	3.6434	2.7791	7.87290188817437	18.397648904380002	0.004468739636723707	-	cds
YLR192C-t26_1	YLR192C	2151	5948	1928	3869	196.9351	230.7848	127.7901	146.917	0.8789	0.7796	Qualified	2	18	0	209	218	235	236	231	4.8518	3.0139	8.831847640123062	19.654935055624986	3.5058656299211756e-05	-	cds
YLR192C-t26_1	YLR192C	2151	5948	1928	3869	196.9351	230.7848	127.7901	146.917	0.8789	0.7796	Qualified	3	9	0	245	254	262	263	257	3.3935	2.7976	10.79279945405231	15.641874786445786	0.07270034624178387	-	cds
YLR193C-t26_1	YLR193C	171	461	318	463	15.6559	17.887	21.0774	17.5814	0.4311	0.7432	Qualified	1	22	0	100	106	127	136	111	7.251	4.1542	2.172650087008706	8.768374242973008	6.355995241111298e-05	-	cds
YLR194C-t26_1	YLR194C	415	891	629	1018	37.9954	34.5712	41.6909	38.6564	0.4496	0.6692	Qualified	1	9	0	116	117	125	134	121	3.3619	2.663	0.8139565512740904	2.2000273444922978	0.029095554059362403	-	cds
YLR194C-t26_1	YLR194C	415	891	629	1018	37.9954	34.5712	41.6909	38.6564	0.4496	0.6692	Qualified	2	13	0	121	130	142	151	134	5.4672	3.5444	1.8607155402690667	4.873344760328394	7.655544364598329e-05	-	cds
YLR194C-t26_1	YLR194C	415	891	629	1018	37.9954	34.5712	41.6909	38.6564	0.4496	0.6692	Qualified	3	13	0	144	153	165	168	157	4.3539	2.9728	2.260290659002096	3.5736308681468354	0.10901743825323426	-	cds
YLR194C-t26_1	YLR194C	415	891	629	1018	37.9954	34.5712	41.6909	38.6564	0.4496	0.6692	Qualified	4	6	0	178	187	192	193	190	3.1588	2.7522	0.67509253637999	1.5358449036159516	0.13119574785768479	-	cds
YLR195C-t26_1	YLR195C	787	1970	1053	1823	72.0539	76.4368	69.7941	69.2245	0.6572	0.7091	Qualified	1	5	0	87	87	91	98	89	3.0033	2.758	0.7775394221814114	2.12857121197697	0.12288455128606479	-	cds
YLR195C-t26_1	YLR195C	787	1970	1053	1823	72.0539	76.4368	69.7941	69.2245	0.6572	0.7091	Qualified	2	17	0	180	189	205	214	190	3.0792	2.4509	1.9670769997097488	4.779097965449642	0.0001204060975092083	-	cds
YLR195C-t26_1	YLR195C	787	1970	1053	1823	72.0539	76.4368	69.7941	69.2245	0.6572	0.7091	Qualified	3	12	0	202	211	222	231	219	2.4381	2.2034	1.4184254416099626	2.5217686418150804	0.022873211383380113	-	cds
YLR195C-t26_1	YLR195C	787	1970	1053	1823	72.0539	76.4368	69.7941	69.2245	0.6572	0.7091	Qualified	4	13	0	223	232	244	247	236	6.9487	4.7802	2.4427216345712814	9.294134014726383	0.0001631359149363885	-	cds
YLR195C-t26_1	YLR195C	787	1970	1053	1823	72.0539	76.4368	69.7941	69.2245	0.6572	0.7091	Qualified	5	5	0	325	329	333	335	331	2.7396	2.4782	0.3437577864969432	1.341833669475744	0.005549866976644386	-	cds
YLR195C-t26_1	YLR195C	787	1970	1053	1823	72.0539	76.4368	69.7941	69.2245	0.6572	0.7091	Qualified	6	5	0	361	370	374	383	374	2.7607	2.4455	0.8706258642591868	1.8675934412291189	0.16308471100243582	-	cds
YLR196W-t26_1	YLR196W	1668	4187	3533	6162	152.714	162.4573	234.1714	233.9888	0.6774	0.8202	Qualified	1	11	0	143	151	161	163	155	9.1963	5.3819	2.2735656763650023	10.198559660937187	0.0015614264399027608	-	cds
YLR196W-t26_1	YLR196W	1668	4187	3533	6162	152.714	162.4573	234.1714	233.9888	0.6774	0.8202	Qualified	2	14	0	170	175	188	190	184	2.7526	2.2966	2.159547734698695	3.6930671051640536	0.03678360783239517	-	cds
YLR196W-t26_1	YLR196W	1668	4187	3533	6162	152.714	162.4573	234.1714	233.9888	0.6774	0.8202	Qualified	3	5	0	196	197	201	209	198	2.5093	2.3431	0.5004907080893256	1.3042034880892441	0.2116032382651442	-	cds
YLR196W-t26_1	YLR196W	1668	4187	3533	6162	152.714	162.4573	234.1714	233.9888	0.6774	0.8202	Qualified	4	28	0	231	234	261	264	238	6.4915	4.1189	8.429889244195898	25.125838403047087	3.847214593552603e-06	-	cds
YLR196W-t26_1	YLR196W	1668	4187	3533	6162	152.714	162.4573	234.1714	233.9888	0.6774	0.8202	Qualified	5	29	0	299	302	330	339	317	3.7234	2.9113	4.6859953676241055	11.594611164130146	3.719228475674428e-07	-	cds
YLR196W-t26_1	YLR196W	1668	4187	3533	6162	152.714	162.4573	234.1714	233.9888	0.6774	0.8202	Qualified	6	38	0	326	335	372	381	358	6.3737	3.6383	9.013426634943237	24.592162207135974	4.7629140992745935e-08	-	cds
YLR196W-t26_1	YLR196W	1668	4187	3533	6162	152.714	162.4573	234.1714	233.9888	0.6774	0.8202	Qualified	7	18	0	368	377	394	403	381	4.8457	3.1399	3.01536728514985	7.7455056890373895	4.37841468722679e-06	-	cds
YLR196W-t26_1	YLR196W	1668	4187	3533	6162	152.714	162.4573	234.1714	233.9888	0.6774	0.8202	Qualified	8	18	0	391	400	417	426	400	2.6509	2.2595	3.1208767638415216	6.071238116298468	0.0007220086647637933	-	cds
YLR196W-t26_1	YLR196W	1668	4187	3533	6162	152.714	162.4573	234.1714	233.9888	0.6774	0.8202	Qualified	9	5	0	449	457	461	470	458	2.9174	2.577	0.7666476820126402	1.9721901592232627	0.019139379768140365	-	cds
YLR196W-t26_1	YLR196W	1668	4187	3533	6162	152.714	162.4573	234.1714	233.9888	0.6774	0.8202	Qualified	10	37	0	471	480	516	525	498	10.7928	4.4528	9.770034557536116	36.50196897573119	3.571218354963559e-06	-	cds
YLR196W-t26_1	YLR196W	1668	4187	3533	6162	152.714	162.4573	234.1714	233.9888	0.6774	0.8202	Qualified	11	26	0	542	549	574	575	564	5.1794	3.0848	7.353690292637752	17.303701619936675	3.2871510808064133e-07	-	cds
YLR197W-t26_1	YLR197W	6424	16447	6429	12558	588.1503	638.1503	426.1216	476.8632	0.8031	0.8843	Qualified	1	20	0	58	62	81	90	67	7.2911	4.0423	19.322752306855495	60.18267828424318	0.0003307686254881541	-	cds
YLR197W-t26_1	YLR197W	6424	16447	6429	12558	588.1503	638.1503	426.1216	476.8632	0.8031	0.8843	Qualified	2	5	0	176	178	182	186	180	2.8556	2.4973	2.6762033879882825	6.537605092776933	0.0062144361937733214	-	cds
YLR197W-t26_1	YLR197W	6424	16447	6429	12558	588.1503	638.1503	426.1216	476.8632	0.8031	0.8843	Qualified	3	8	0	203	205	212	213	209	7.5544	5.1606	9.110427650660272	17.92233745526878	0.1010416819664195	-	cds
YLR197W-t26_1	YLR197W	6424	16447	6429	12558	588.1503	638.1503	426.1216	476.8632	0.8031	0.8843	Qualified	4	13	0	235	235	247	255	242	5.6578	3.7688	11.117157037405844	29.556942861377856	0.0021196590932660783	-	cds
YLR197W-t26_1	YLR197W	6424	16447	6429	12558	588.1503	638.1503	426.1216	476.8632	0.8031	0.8843	Qualified	5	5	0	315	321	325	327	323	2.5791	2.4263	1.558141437253073	3.1234741419914664	0.0118269978110958	-	cds
YLR199C-t26_1	YLR199C	364	940	811	1241	33.3261	36.4724	53.754	47.1243	0.6564	0.6884	Qualified	1	14	0	72	73	86	95	77	3.9341	2.7873	2.2975597688437857	5.801623836560254	0.0008863020630875564	-	cds
YLR199C-t26_1	YLR199C	364	940	811	1241	33.3261	36.4724	53.754	47.1243	0.6564	0.6884	Qualified	2	8	0	90	99	106	108	103	3.6344	2.9476	1.5317640675801552	4.2240018384751234	0.0029083166014801398	-	cds
YLR199C-t26_1	YLR199C	364	940	811	1241	33.3261	36.4724	53.754	47.1243	0.6564	0.6884	Qualified	3	19	0	124	128	146	155	141	3.5125	2.7929	1.7179369517357057	4.280275769142372	0.005511316039787976	-	cds
YLR199C-t26_1	YLR199C	364	940	811	1241	33.3261	36.4724	53.754	47.1243	0.6564	0.6884	Qualified	4	7	0	150	159	165	174	162	3.8477	3.0975	0.2979802136806181	2.2794346203479763	0.004637178391989627	-	cds
YLR199C-t26_1	YLR199C	364	940	811	1241	33.3261	36.4724	53.754	47.1243	0.6564	0.6884	Qualified	5	5	0	212	214	218	220	215	2.2647	2.1565	0.8124252548289652	1.3459805825584226	0.09761916076251158	-	cds
YLR199C-t26_1	YLR199C	364	940	811	1241	33.3261	36.4724	53.754	47.1243	0.6564	0.6884	Qualified	6	17	0	242	251	267	274	256	2.8008	2.3628	2.4124296912591037	4.388676717394189	0.004195188620972103	-	cds
YLR200W-t26_1	YLR200W	479	1253	154	347	43.8549	48.6169	10.2073	13.1766	-	-	Background value too large	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR201C-t26_1	YLR201C	204	497	348	627	18.6772	19.2838	23.0658	23.809	0.4291	0.5927	Qualified	1	11	0	67	76	86	89	79	7.8557	4.8104	0.5780915206629542	3.9630240677272726	0.0003009014361888223	-	cds
YLR201C-t26_1	YLR201C	204	497	348	627	18.6772	19.2838	23.0658	23.809	0.4291	0.5927	Qualified	2	8	0	94	100	107	109	106	2.5075	2.2644	0.5780915206629543	1.1944318085374048	0.13577677252231418	-	cds
YLR201C-t26_1	YLR201C	204	497	348	627	18.6772	19.2838	23.0658	23.809	0.4291	0.5927	Qualified	3	5	0	244	245	249	251	248	2.4113	2.2412	0.27313414045282536	0.8720051455646112	0.23873718910110267	-	cds
YLR203C-t26_1	YLR203C	416	936	799	1663	38.0869	36.3172	52.9587	63.1489	0.4665	0.5201	Qualified	1	18	0	123	128	145	148	139	3.9422	2.9469	0.5711143541334435	3.247399974916369	0.00015055898746194768	-	cds
YLR203C-t26_1	YLR203C	416	936	799	1663	38.0869	36.3172	52.9587	63.1489	0.4665	0.5201	Qualified	2	8	0	169	173	180	183	179	3.0261	2.6219	0.6378234265383008	1.5783073637351412	0.0677589620059467	-	cds
YLR203C-t26_1	YLR203C	416	936	799	1663	38.0869	36.3172	52.9587	63.1489	0.4665	0.5201	Qualified	3	13	0	185	188	200	209	192	2.7712	2.2911	1.2104690771168691	2.265965832624924	0.028023015086168904	-	cds
YLR203C-t26_1	YLR203C	416	936	799	1663	38.0869	36.3172	52.9587	63.1489	0.4665	0.5201	Qualified	4	15	0	232	236	250	259	246	3.6022	2.9285	0.8442484945862689	3.740704526840939	4.30352929754368e-05	-	cds
YLR203C-t26_1	YLR203C	416	936	799	1663	38.0869	36.3172	52.9587	63.1489	0.4665	0.5201	Qualified	5	23	0	248	257	279	288	278	3.3983	2.6945	1.360224832179741	3.9730313080176582	0.0015162240862790044	-	cds
YLR203C-t26_1	YLR203C	416	936	799	1663	38.0869	36.3172	52.9587	63.1489	0.4665	0.5201	Qualified	6	5	0	275	284	288	290	287	2.7836	2.4239	0.5990230202514866	1.4360804643544975	0.030798462962678422	-	cds
YLR203C-t26_1	YLR203C	416	936	799	1663	38.0869	36.3172	52.9587	63.1489	0.4665	0.5201	Qualified	7	13	0	324	333	345	348	339	4.0157	2.8342	0.7418016087848476	2.7216402031629947	0.00025141600122889813	-	cds
YLR203C-t26_1	YLR203C	416	936	799	1663	38.0869	36.3172	52.9587	63.1489	0.4665	0.5201	Qualified	8	5	0	387	391	395	404	392	2.4587	2.2817	0.449267265188615	1.014232044945255	0.06699965311510454	-	cds
YLR203C-t26_1	YLR203C	416	936	799	1663	38.0869	36.3172	52.9587	63.1489	0.4665	0.5201	Qualified	9	9	0	396	405	413	422	409	3.3995	2.7032	0.6642007962112189	1.7875007997234291	0.013344463300815387	-	cds
YLR203C-t26_1	YLR203C	416	936	799	1663	38.0869	36.3172	52.9587	63.1489	0.4665	0.5201	Qualified	10	16	0	409	418	433	435	428	3.8768	2.8014	0.9621810098918369	3.2905478006855704	4.654782503287352e-07	-	cds
YLR204W-t26_1	YLR204W	176	363	99	192	16.1137	14.0845	6.5618	7.2908	0.622	0.3453	Qualified	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR205C-t26_1	YLR205C	119	256	84	210	10.8951	9.9329	5.5676	7.9743	0.3172	0.3203	Qualified	1	5	0	215	217	221	225	221	2.6549	2.5428	0.11640121886044294	0.6117127404667714	0.04042654070753009	-	cds
YLR206W-t26_1	YLR206W	628	1550	665	1242	57.4966	60.1406	44.077	47.1623	0.4104	0.6234	Qualified	1	11	0	71	72	82	91	80	2.549	2.3675	0.48109050494591843	1.9107412669983201	0.004632467557340303	-	cds
YLR206W-t26_1	YLR206W	628	1550	665	1242	57.4966	60.1406	44.077	47.1623	0.4104	0.6234	Qualified	2	15	0	126	128	142	151	135	5.6208	4.1869	0.8582028276452904	5.541674114287419	2.0373835481404783e-05	-	cds
YLR206W-t26_1	YLR206W	628	1550	665	1242	57.4966	60.1406	44.077	47.1623	0.4104	0.6234	Qualified	3	5	0	138	147	151	160	150	3.6332	3.3343	0.727847275725826	1.762996723234975	0.08567520402368135	-	cds
YLR206W-t26_1	YLR206W	628	1550	665	1242	57.4966	60.1406	44.077	47.1623	0.4104	0.6234	Qualified	4	15	0	164	165	179	183	173	4.5847	3.4119	0.9482266768328156	4.267149664244325	2.494891744887823e-05	-	cds
YLR206W-t26_1	YLR206W	628	1550	665	1242	57.4966	60.1406	44.077	47.1623	0.4104	0.6234	Qualified	5	14	0	199	208	221	225	220	2.4968	2.3534	0.48109050494591843	2.09094103059047	0.00010257005146685846	-	cds
YLR207W-t26_1	YLR207W	313	675	161	333	28.6568	26.1903	10.6713	12.645	-	-	Background value too large	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR208W-t26_1	YLR208W	1616	4292	3598	6028	147.9531	166.5313	238.4797	228.9004	0.7355	0.9059	Qualified	1	16	0	69	73	88	89	75	2.9915	2.57	6.619717831131426	13.686922926020637	0.0004891426680428264	-	cds
YLR208W-t26_1	YLR208W	1616	4292	3598	6028	147.9531	166.5313	238.4797	228.9004	0.7355	0.9059	Qualified	2	19	0	91	95	113	122	104	8.0291	4.3112	9.527871676091584	19.122629591013894	0.006938067976727538	-	cds
YLR208W-t26_1	YLR208W	1616	4292	3598	6028	147.9531	166.5313	238.4797	228.9004	0.7355	0.9059	Qualified	3	22	0	109	118	139	145	128	4.7846	3.2662	5.8973164254899855	12.51356836572163	0.00016462616287788505	-	cds
YLR208W-t26_1	YLR208W	1616	4292	3598	6028	147.9531	166.5313	238.4797	228.9004	0.7355	0.9059	Qualified	4	18	0	164	167	184	189	170	5.072	3.6826	7.426697215876004	20.316376033901285	0.00023761887030991348	-	cds
YLR208W-t26_1	YLR208W	1616	4292	3598	6028	147.9531	166.5313	238.4797	228.9004	0.7355	0.9059	Qualified	5	32	0	207	216	247	256	228	17.2593	6.9076	10.507242276985588	59.626588827976256	1.541763661973324e-05	-	cds
YLR208W-t26_1	YLR208W	1616	4292	3598	6028	147.9531	166.5313	238.4797	228.9004	0.7355	0.9059	Qualified	6	31	0	246	255	285	286	264	10.2085	4.6728	13.479894582209361	42.25869685321459	3.548389905719981e-10	-	cds
YLR209C-t26_1	YLR209C	355	811	573	875	32.5021	31.4671	37.9791	33.2263	0.5608	0.6757	Qualified	1	38	0	135	136	173	174	146	4.705	2.946	3.760231486824948	10.716060325707815	1.2962853175244141e-05	-	cds
YLR210W-t26_1	YLR210W	127	362	193	344	11.6275	14.0457	12.7923	13.0627	0.203	0.5064	Poor repeatability of ck samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR211C-t26_1	YLR211C	50	108	44	80	4.5778	4.1904	2.9164	3.0378	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR212C-t26_1	YLR212C	267	668	561	991	24.4452	25.9187	37.1837	37.6311	0.359	0.4631	Qualified	1	11	0	74	75	85	94	78	4.5966	3.4124	0.5462682809056507	2.1237389332442804	0.005518851602312646	-	cds
YLR212C-t26_1	YLR212C	267	668	561	991	24.4452	25.9187	37.1837	37.6311	0.359	0.4631	Qualified	2	8	0	81	90	97	101	94	3.6796	2.9289	0.7736248485421509	1.639756255960084	0.04163106033914311	-	cds
YLR212C-t26_1	YLR212C	267	668	561	991	24.4452	25.9187	37.1837	37.6311	0.359	0.4631	Qualified	3	5	0	117	119	123	126	122	3.0679	2.6148	0.18855616134968595	0.7249459674512776	0.01502514014701548	-	cds
YLR212C-t26_1	YLR212C	267	668	561	991	24.4452	25.9187	37.1837	37.6311	0.359	0.4631	Qualified	4	5	0	152	157	161	170	160	2.4822	2.2618	0.396512525842779	0.8153885320723581	0.16905243247476456	-	cds
YLR212C-t26_1	YLR212C	267	668	561	991	24.4452	25.9187	37.1837	37.6311	0.359	0.4631	Qualified	5	5	0	203	205	209	213	207	2.5551	2.3311	0.1303555519194645	0.6918053819724613	0.001364500302922462	-	cds
YLR212C-t26_1	YLR212C	267	668	561	991	24.4452	25.9187	37.1837	37.6311	0.359	0.4631	Qualified	6	5	0	224	225	229	238	228	2.827	2.2889	0.8263795878879869	0.9386289993472491	0.8264820962121567	-	cds
YLR212C-t26_1	YLR212C	267	668	561	991	24.4452	25.9187	37.1837	37.6311	0.359	0.4631	Qualified	7	7	0	228	237	243	246	241	3.2456	2.8021	0.6432692966226865	1.4602418580179457	0.015600960031429049	-	cds
YLR212C-t26_1	YLR212C	267	668	561	991	24.4452	25.9187	37.1837	37.6311	0.359	0.4631	Qualified	8	6	0	272	281	286	295	285	2.983	2.5153	0.5532454474351615	1.5358449036159516	0.004655388979233523	-	cds
YLR213C-t26_1	YLR213C	30	58	56	89	2.7467	2.2504	3.7117	3.3796	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR214W-t26_1	YLR214W	2199	4960	1134	3160	201.3298	192.45	75.1628	119.9943	0.6652	0.5719	Qualified	1	6	0	75	75	80	89	77	3.1362	2.7209	1.1313369680981156	2.219013776598051	0.1880790999306217	-	cds
YLR215C-t26_1	YLR215C	188	445	316	483	17.2124	17.2662	20.9449	18.3409	0.4	0.7165	Qualified	1	8	0	80	81	88	91	84	3.7987	2.846	0.4632215982476365	1.512026192777509	0.005306328184565383	-	cds
YLR215C-t26_1	YLR215C	188	445	316	483	17.2124	17.2662	20.9449	18.3409	0.4	0.7165	Qualified	2	12	0	277	279	290	293	289	4.7805	3.3882	0.9955355460942656	3.422082094125818	0.1042801933029138	-	cds
YLR216C-t26_1	YLR216C	4614	11763	5093	9074	422.4354	456.4092	337.57	344.5658	0.8229	0.8914	Qualified	1	5	0	76	85	89	98	87	3.1424	2.9123	2.8431487340533206	5.413601368279839	0.005504577993754124	-	cds
YLR216C-t26_1	YLR216C	4614	11763	5093	9074	422.4354	456.4092	337.57	344.5658	0.8229	0.8914	Qualified	2	8	0	281	283	290	299	286	2.9273	2.588	8.449289447339304	9.477417923743582	0.7788438369350076	-	cds
YLR216C-t26_1	YLR216C	4614	11763	5093	9074	422.4354	456.4092	337.57	344.5658	0.8229	0.8914	Qualified	3	12	0	287	296	307	307	298	4.8749	3.3636	10.718940550065046	23.508530126625423	0.0054731855511257295	-	cds
YLR216C-t26_1	YLR216C	4614	11763	5093	9074	422.4354	456.4092	337.57	344.5658	0.8229	0.8914	Qualified	4	8	0	317	319	326	332	323	4.6822	3.5825	7.9566278865285	22.661029057549268	0.009951699245274772	-	cds
YLR216C-t26_1	YLR216C	4614	11763	5093	9074	422.4354	456.4092	337.57	344.5658	0.8229	0.8914	Qualified	5	5	0	357	366	370	370	367	2.4607	2.2809	7.077493559294676	7.513521590685677	0.8542410051869644	-	cds
YLR218C-t26_1	YLR218C	42	132	25	49	3.8453	5.1217	1.657	1.8607	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR219W-t26_1	YLR219W	259	639	499	777	23.7128	24.7935	33.0743	29.5049	0.2462	0.4727	Poor repeatability of ck samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR220W-t26_1	YLR220W	531	1064	310	550	48.6158	41.2836	20.5472	20.8851	-	-	Background value too large	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR221C-t26_1	YLR221C	346	1033	267	483	31.6781	40.0808	17.6971	18.3409	-	-	Background value too large	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR222C-t26_1	YLR222C	1106	2933	1955	3308	101.26	113.8016	129.5797	125.6142	0.5407	0.7071	Qualified	1	9	0	109	113	121	130	117	3.5533	2.8446	1.5169577537721235	3.1945875916817883	0.0033722511311216922	-	cds
YLR222C-t26_1	YLR222C	1106	2933	1955	3308	101.26	113.8016	129.5797	125.6142	0.5407	0.7071	Qualified	2	13	0	233	235	247	254	242	8.2705	4.9229	1.6039190100693983	8.219481126031202	0.00018716803762386781	-	cds
YLR222C-t26_1	YLR222C	1106	2933	1955	3308	101.26	113.8016	129.5797	125.6142	0.5407	0.7071	Qualified	3	17	0	268	268	284	289	276	7.4902	4.598	2.393029488115696	11.742013025068484	5.796053691074297e-05	-	cds
YLR222C-t26_1	YLR222C	1106	2933	1955	3308	101.26	113.8016	129.5797	125.6142	0.5407	0.7071	Qualified	4	12	0	500	502	513	522	506	4.4594	3.4722	0.6820697029095009	4.327913190819257	9.583876688192955e-05	-	cds
YLR222C-t26_1	YLR222C	1106	2933	1955	3308	101.26	113.8016	129.5797	125.6142	0.5407	0.7071	Qualified	5	5	0	554	562	566	568	563	3.0882	3.006	0.6502464631521973	1.3746315721295548	0.10918038521185701	-	cds
YLR222C-t26_1	YLR222C	1106	2933	1955	3308	101.26	113.8016	129.5797	125.6142	0.5407	0.7071	Qualified	6	20	0	596	596	615	624	604	4.6927	3.2826	2.012854572526074	7.090987805626423	4.4233275500617885e-05	-	cds
YLR222C-t26_1	YLR222C	1106	2933	1955	3308	101.26	113.8016	129.5797	125.6142	0.5407	0.7071	Qualified	7	13	0	621	630	642	647	634	3.8401	2.9568	1.8661614103534525	3.7106828059697845	0.0007278859238727476	-	cds
