name	wt_ribo_YPD1_cds_rpm	wt_ribo_YPD2_cds_rpm	wt_ribo_YPD3_cds_rpm	ncs2d_ribo_YPD1_cds_rpm	ncs2d_ribo_YPD2_cds_rpm	ncs2d_ribo_YPD3_cds_rpm	elp6d_ribo_YPD1_cds_rpm	elp6d_ribo_YPD2_cds_rpm	elp6d_ribo_YPD3_cds_rpm	ncs2d_elp6d_ribo_YPD1_cds_rpm	ncs2d_elp6d_ribo_YPD2_cds_rpm	ncs2d_elp6d_ribo_YPD3_cds_rpm
NM_001181558.1	33.53	54.03	34.13	44.26	45.26	17.06	28.14	25.86	46.86	45.15	34.84	87.94
NM_001181559.1	9.0	15.02	7.72	10.66	9.96	3.62	7.57	6.54	10.57	12.05	9.47	25.48
NM_001181560.1	10.86	17.43	10.97	13.08	11.26	4.91	9.12	7.28	13.22	12.75	9.33	26.07
NM_001181561.2	52.26	87.65	44.05	65.58	63.83	26.06	42.72	34.28	63.91	64.97	43.9	122.55
NM_001181562.1	15.92	22.75	12.79	13.62	14.86	5.78	11.67	9.71	14.59	15.32	11.54	30.3
NM_001181563.2	1442.84	2234.7	1123.12	1484.9	1452.45	531.98	1078.91	876.98	1581.42	1383.33	989.88	2635.19
NM_001181564.1	6.53	12.83	7.34	8.93	10.92	4.05	6.17	5.3	8.2	10.55	6.76	20.06
NM_001181565.1	5.79	8.39	4.62	5.58	4.78	1.45	5.73	3.02	6.93	7.61	6.09	15.32
NM_001181566.1	15.25	21.95	11.96	13.13	14.13	5.15	10.66	8.87	19.42	14.94	9.29	27.59
NM_001181567.1	37.24	60.01	33.0	47.32	46.55	20.36	34.4	29.62	47.59	42.63	31.15	85.65
NM_001181569.1	836.8	1209.26	625.74	829.13	868.29	314.11	562.0	473.49	917.84	752.59	552.7	1520.38
NM_001181570.1	10.8	15.68	10.44	12.98	11.93	4.13	9.82	8.72	15.5	14.25	9.78	33.52
NM_001181571.1	2559.29	3824.66	2049.77	2622.35	2670.57	1000.08	1871.46	1653.29	3026.18	2482.94	1829.79	4835.11
NM_001181572.1	10.13	15.31	9.69	9.47	9.4	3.11	7.4	5.3	10.3	8.89	7.53	15.91
NM_001181573.1	48.49	79.41	41.7	64.2	57.98	21.43	30.92	27.84	49.59	47.88	39.03	88.19
NM_001181574.1	18.85	32.16	14.46	29.36	30.45	11.99	19.03	17.09	29.9	39.96	25.24	75.49
NM_001181576.1	65.59	101.36	61.91	87.69	86.35	38.68	55.27	50.08	88.16	90.14	66.53	183.32
NM_001181577.1	2.08	2.19	1.59	3.11	2.14	0.94	1.5	1.73	2.73	3.11	1.8	5.25
NM_001181578.1	66.38	110.11	63.19	90.8	85.84	33.06	60.64	52.21	88.52	91.11	67.21	171.13
NM_001181579.1	12.94	23.63	10.9	17.27	16.21	6.64	11.58	9.76	18.51	17.19	12.8	32.58
NM_001181580.1	2.98	6.42	4.77	4.1	4.45	1.49	3.79	3.42	4.92	6.11	4.51	12.7
NM_001181581.1	95.47	151.74	80.83	109.9	106.95	37.62	78.39	60.34	115.96	116.34	81.9	199.32
NM_001181582.1	16.82	24.86	15.29	21.12	19.59	6.68	17.75	15.46	27.26	29.51	18.71	57.21
NM_001181584.1	73.02	102.01	61.98	93.02	108.52	39.94	71.21	64.6	97.45	110.6	84.33	211.93
NM_001181586.1	0.84	1.02	0.38	1.09	1.52	0.39	0.44	0.45	2.19	2.84	2.21	3.55
NM_001181587.1	63.01	101.43	62.51	67.75	67.77	27.05	55.09	47.41	73.57	74.18	50.84	140.41
NM_001181588.1	10.41	13.13	9.76	11.05	11.26	5.5	9.51	7.08	12.85	11.68	10.01	26.83
NM_001181589.1	19.01	34.78	19.0	24.28	23.98	8.92	15.19	13.77	22.97	23.51	17.53	45.53
NM_001181590.1	58.34	94.06	55.47	61.73	58.43	23.47	35.89	31.06	56.79	28.44	22.72	66.95
NM_001181591.1	944.3	1425.1	773.32	757.57	758.93	350.2	539.63	473.04	866.69	861.0	601.79	1752.53
NM_001181592.1	2306.59	3602.26	1695.36	2607.69	2375.73	1088.22	1667.47	1474.8	2759.8	3057.98	2042.36	5882.72
NM_001181593.1	0.34	0.88	0.76	1.58	1.46	0.43	1.37	1.09	1.73	1.71	1.31	4.23
NM_001181594.1	0.84	1.39	0.91	0.54	0.9	0.2	1.5	0.84	1.91	2.09	1.62	4.49
NM_001181595.1	8.33	12.61	9.84	12.63	13.9	3.97	9.03	6.74	11.58	17.73	12.03	31.48
NM_001181596.1	3.04	5.54	3.71	3.6	2.7	1.42	2.42	1.88	2.83	3.7	2.84	5.92
NM_001181597.2	16.65	28.44	14.91	20.13	18.24	7.43	12.33	11.99	18.14	19.87	14.06	39.1
NM_001181598.1	39.72	68.47	30.12	56.35	47.23	18.71	33.07	28.88	50.05	54.26	38.76	106.39
NM_001181599.1	40.45	72.26	36.93	52.36	54.26	16.16	37.26	31.7	48.77	58.54	42.64	115.7
NM_001181600.1	292.53	452.31	259.44	302.5	322.53	119.59	231.21	203.35	358.91	278.95	213.43	547.67
NM_001181601.2	37.47	69.49	35.65	49.1	46.94	17.49	28.63	24.72	44.76	41.72	30.47	85.23
NM_001181603.1	4.33	10.14	4.77	5.18	4.5	2.59	2.29	2.03	3.83	4.34	3.2	8.46
NM_001181604.2	117.57	178.43	97.86	145.57	152.43	59.76	111.91	93.88	154.52	171.77	128.91	359.36
NM_001181605.1	198.24	315.59	193.37	221.17	227.46	106.22	185.68	157.78	265.29	239.79	193.55	502.31
NM_001181606.1	46.3	73.21	38.52	60.6	58.2	20.05	36.42	32.55	53.51	56.51	40.25	105.03
NM_001181607.1	101.26	160.2	87.19	107.33	121.02	41.44	81.61	72.33	128.54	122.17	88.66	233.34
NM_001181609.1	48.44	87.79	33.15	54.53	45.31	19.38	31.18	23.08	47.22	46.76	34.93	105.71
NM_001181610.1	1033.69	1651.21	805.03	1139.22	1148.77	393.72	678.89	604.12	1050.66	960.46	680.44	1802.05
NM_001181611.1	59.57	93.12	51.69	65.43	68.45	25.36	48.44	42.85	73.75	66.79	52.6	134.99
NM_001181612.2	25.43	40.4	19.98	35.92	32.65	10.97	20.7	17.29	26.53	32.46	27.36	61.87
NM_001181613.1	13.61	19.4	12.49	13.32	11.71	5.27	10.61	9.51	15.86	13.28	10.77	28.78
NM_001181614.1	8.55	13.49	7.19	9.82	8.5	3.3	7.49	5.75	11.12	9.16	7.53	18.2
NM_001181616.2	63.57	101.94	58.65	75.8	78.52	31.69	60.29	49.39	85.97	81.2	62.56	167.83
NM_001181617.1	19.01	30.63	17.63	21.42	23.87	9.36	13.04	12.93	20.69	23.25	18.71	43.5
NM_001181618.1	2.42	2.77	3.86	3.36	2.7	1.65	3.35	2.13	3.65	4.55	3.61	8.29
NM_001181619.2	123.03	207.01	110.5	127.46	122.54	48.51	93.72	79.41	137.75	108.62	86.54	239.69
NM_001181620.1	15.08	25.38	11.2	18.75	14.69	6.49	11.1	9.02	18.6	20.41	13.21	38.68
NM_001181622.1	649.13	999.26	562.24	623.65	661.6	237.65	417.29	408.1	675.89	573.32	393.18	1028.91
NM_001181623.1	1522.1	2346.34	1110.26	1583.49	1610.61	493.46	995.89	838.04	1595.18	1224.47	849.79	2393.56
NM_001181624.1	639.23	931.74	437.29	729.64	726.45	254.94	449.17	400.67	712.9	1026.45	742.28	1947.62
NM_001181625.1	71.61	116.67	62.82	76.93	84.09	30.98	51.26	42.9	76.12	70.0	48.68	141.76
NM_001181626.1	13.0	19.18	10.44	12.09	12.16	4.84	9.87	10.5	12.76	14.25	9.2	27.25
NM_001181627.1	21.21	32.3	18.77	24.82	26.57	10.38	22.81	19.22	29.63	35.99	26.19	71.77
NM_001181629.1	105.82	181.93	103.15	148.63	150.91	68.25	126.4	104.72	168.56	184.3	144.96	407.86
NM_001181630.1	39.21	77.88	39.2	55.86	50.88	19.85	35.14	27.79	52.33	48.63	36.28	104.02
NM_001181631.1	62.11	100.12	57.9	69.28	72.89	26.03	49.06	41.46	72.93	74.99	56.3	147.77
NM_001181633.1	122.3	181.93	111.33	234.45	231.4	95.77	246.01	218.17	350.62	455.33	300.51	848.89
NM_001181634.1	21.88	36.53	22.17	30.1	27.86	9.91	21.32	18.78	34.46	36.8	26.01	68.98
NM_001181636.1	13.33	19.32	12.03	19.39	17.79	7.27	10.31	9.41	13.86	18.21	12.08	31.06
NM_001181637.1	25.09	45.65	21.12	31.63	29.27	10.65	20.61	16.4	29.72	30.9	20.42	57.3
NM_001181638.1	4.44	6.93	4.09	7.75	6.36	2.63	6.69	5.25	8.2	10.61	6.22	16.84
NM_001181639.1	5.68	8.6	5.07	5.82	5.85	1.61	4.4	3.17	6.02	6.64	3.79	10.75
NM_001181640.1	51.02	85.61	53.36	67.01	64.39	24.85	63.2	49.89	90.16	84.31	55.53	169.27
NM_001181641.1	21.94	35.44	20.06	22.7	26.62	9.67	18.45	14.66	32.18	27.05	20.19	42.83
NM_001181642.1	6.58	10.06	6.43	6.42	6.14	2.95	3.96	4.36	6.84	7.45	4.91	12.86
NM_001181643.1	5.74	11.08	6.28	7.35	8.33	3.15	5.77	6.09	10.39	9.96	7.84	20.06
NM_001181645.1	97.38	162.24	85.6	125.29	119.33	53.23	87.99	82.23	134.56	130.8	90.24	268.12
NM_001181646.1	0.0	0.07	0.08	0.05	0.0	0.08	0.04	0.15	0.0	0.05	0.0	0.0
NM_001181647.1	0.62	1.46	0.98	0.94	0.79	0.75	0.31	0.69	0.73	0.96	0.86	2.12
NM_001181649.1	0.23	0.0	0.08	0.2	0.0	0.0	0.09	0.0	0.09	0.0	0.05	0.0
NM_001181650.1	137.49	216.27	114.96	184.66	184.17	53.35	147.71	130.43	229.64	159.24	134.64	309.0
NM_001181651.1	7.88	12.83	7.42	8.04	6.81	2.83	5.68	5.25	7.66	6.96	5.99	14.39
NM_001181652.1	0.56	0.58	0.76	0.89	0.79	0.47	1.23	0.5	0.91	1.98	1.76	4.99
NM_001181654.1	2.03	3.35	2.57	1.97	2.03	1.3	2.2	1.78	2.64	4.18	2.12	7.11
NM_001181655.1	21.32	35.95	18.24	30.45	31.69	9.87	21.49	17.29	32.82	35.19	22.9	70.42
NM_001181656.1	0.0	0.07	0.0	0.05	0.0	0.04	0.0	0.05	0.0	0.0	0.05	0.17
NM_001181657.1	1.13	1.82	1.36	1.63	2.42	0.71	1.23	1.54	2.37	2.41	1.44	4.06
NM_001181658.1	70.38	119.73	60.55	93.41	92.76	34.2	61.44	56.28	88.16	92.55	72.98	190.85
NM_001181659.3	63.68	112.0	62.89	87.05	76.33	31.41	59.41	51.97	90.71	85.81	60.62	187.72
NM_001181660.1	21.38	34.49	22.25	21.91	22.57	8.26	15.72	14.76	22.88	21.75	18.3	50.1
NM_001181661.1	1.01	1.46	0.15	0.64	0.79	0.2	0.53	0.4	0.64	0.43	0.5	1.86
NM_001181662.3	21.88	35.95	24.37	28.37	28.82	10.89	21.27	19.17	32.91	29.51	22.36	57.72
NM_001181663.1	17.38	28.22	17.18	28.33	26.85	11.09	20.04	18.28	27.53	30.48	22.58	59.16
NM_001181664.3	200.72	341.91	199.57	197.29	190.98	70.41	128.33	106.51	174.94	172.09	123.46	338.79
NM_001181665.1	2.48	2.55	1.51	2.86	2.87	1.1	2.07	2.03	3.83	4.66	3.61	9.56
NM_001181666.1	10672.78	14485.84	8777.54	9415.3	9387.81	3781.51	7154.72	6128.13	11708.14	8535.49	6262.26	16833.29
NM_001181667.1	20.53	39.16	20.06	25.27	24.94	8.26	16.6	11.99	22.7	23.35	17.08	44.52
NM_001181668.3	6.98	13.42	9.54	15.45	14.8	6.21	13.08	11.2	15.32	17.51	12.4	34.36
NM_001181669.1	6.58	10.21	6.43	8.44	7.49	2.71	5.77	4.16	7.29	8.84	7.21	20.31
NM_001181670.4	4.84	9.77	5.9	6.42	7.2	2.59	4.62	3.67	5.56	8.25	5.27	13.71
NM_001181671.1	21.6	33.76	18.47	23.74	22.57	9.99	17.04	14.96	23.06	23.08	20.46	57.72
NM_001181672.1	98.28	160.42	83.93	91.64	96.93	30.51	53.91	44.29	80.32	85.81	62.79	154.71
NM_001181673.3	124.16	211.53	108.83	138.12	135.71	53.58	83.99	73.86	125.44	97.54	70.95	190.68
NM_001181674.1	555.64	846.28	485.5	692.04	729.99	297.17	611.77	540.51	1029.6	986.65	661.65	1964.21
NM_001181675.1	33.75	59.72	30.95	38.15	41.93	15.41	24.0	22.14	42.39	36.15	23.08	66.1
NM_001181677.3	8.83	13.2	7.57	10.31	12.27	5.11	9.51	8.17	18.87	20.19	14.56	38.25
NM_001181679.1	4.16	6.78	3.63	4.84	4.39	1.77	3.61	2.63	4.74	3.86	2.97	8.55
NM_001181680.1	6.3	6.56	4.92	6.91	6.14	2.56	4.67	4.11	6.38	9.16	7.03	14.81
NM_001181682.3	34.93	54.47	34.89	37.95	42.27	17.38	29.51	26.5	48.32	46.28	30.88	82.43
NM_001181683.1	27.45	52.43	24.07	30.15	31.97	10.18	28.36	24.13	43.94	47.35	34.17	84.55
NM_001181684.3	0.0	0.0	0.0	0.0	0.06	0.0	0.04	0.0	0.0	0.0	0.0	0.0
NM_001181685.2	4.28	4.67	4.24	1.13	1.8	1.3	0.66	0.99	3.1	0.8	0.45	2.96
NM_001181686.1	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NM_001181687.2	4.78	12.18	6.28	4.54	4.73	1.81	4.01	3.32	5.74	2.62	1.8	5.16
NM_001181688.3	12.26	22.97	13.62	15.3	15.14	4.91	11.98	9.46	18.51	16.66	10.77	33.35
NM_001181689.1	40.22	69.13	35.95	51.02	48.41	19.7	40.61	40.87	64.45	57.9	46.02	132.28
NM_001181690.1	41.63	63.07	41.47	52.55	50.83	18.83	33.91	29.48	51.05	53.67	39.8	105.62
NM_001181691.3	25.31	41.56	22.7	36.27	36.02	14.62	29.99	23.68	42.21	44.08	29.75	93.01
NM_001181692.1	9.39	14.07	7.87	11.1	11.09	5.27	7.44	6.49	11.76	12.0	9.56	20.14
NM_001181693.1	9.9	17.65	9.31	13.82	13.17	5.07	8.72	7.08	13.86	14.73	10.46	31.4
NM_001181694.3	1.69	2.33	1.51	2.02	2.08	0.67	1.23	0.69	2.19	2.14	1.62	3.64
NM_001181697.1	5.06	6.42	4.84	4.39	4.22	2.48	4.23	3.12	5.47	5.36	3.43	8.38
NM_001181698.1	37.07	61.32	35.34	43.82	43.23	16.59	35.72	33.19	46.13	48.42	34.84	100.38
NM_001181699.3	62.39	104.93	58.88	71.26	68.45	26.54	54.3	44.78	78.31	69.79	50.48	136.18
NM_001181700.1	51.42	89.98	51.24	84.04	79.03	31.8	55.09	43.25	81.14	88.32	67.16	170.54
NM_001181701.1	18.11	29.39	13.17	18.9	18.01	6.57	11.19	9.51	21.33	16.71	9.24	31.48
NM_001181702.3	28.47	42.29	26.87	31.83	34.9	12.89	25.24	23.63	36.1	39.05	28.08	72.02
NM_001181703.1	1407.45	2208.3	1241.79	1805.56	1692.06	712.63	1193.55	1016.28	1861.74	1857.4	1304.72	3793.59
NM_001181704.1	26.22	44.41	24.82	38.69	34.73	14.78	26.12	21.75	39.29	36.05	28.76	79.05
NM_001181705.3	201.06	301.22	114.96	189.2	188.28	44.93	97.81	82.63	156.35	113.23	78.34	202.19
NM_001181706.1	27.68	46.01	23.54	39.77	42.33	13.88	26.6	27.39	42.85	41.56	30.65	82.35
NM_001181707.1	31.0	49.66	26.11	32.08	31.69	13.09	22.28	19.27	31.0	29.94	20.73	60.01
NM_001181708.3	10.13	17.28	7.27	9.38	10.69	3.7	5.42	5.3	7.93	7.82	6.31	14.39
NM_001181709.1	34.37	52.43	35.27	38.64	35.01	16.31	27.88	24.82	39.29	40.22	31.82	86.5
NM_001181710.1	11.14	19.76	11.58	18.46	19.53	6.57	12.16	8.87	17.78	21.42	14.83	39.36
NM_001181711.3	10.18	19.25	7.57	13.62	10.47	5.19	7.8	6.98	13.31	13.66	9.01	27.59
NM_001181712.1	5.68	10.35	5.45	6.17	7.2	1.97	4.01	3.37	5.29	5.36	3.56	10.66
NM_001181713.1	8.38	12.1	8.17	13.27	11.71	5.27	10.53	7.08	12.67	18.69	13.75	28.44
NM_001181714.3	9.79	19.32	11.81	13.27	12.38	4.8	8.81	6.64	11.03	13.28	8.83	26.24
NM_001181715.1	15.98	27.85	13.47	18.55	18.18	6.29	12.64	11.15	18.69	14.89	11.36	33.01
NM_001181716.1	10.07	15.53	10.44	13.87	14.86	5.35	11.27	8.12	16.59	16.01	12.94	32.75
NM_001181717.3	51.14	84.15	45.56	63.21	59.27	19.93	46.77	36.26	66.37	59.99	39.08	116.8
NM_001181718.1	61.49	101.43	46.77	60.75	51.9	19.26	32.94	29.82	45.31	39.96	32.05	91.91
NM_001181719.1	3.21	4.45	2.8	1.33	1.18	0.47	0.97	0.84	1.55	0.91	0.59	1.27
NM_001181720.3	13.11	23.26	15.82	17.27	19.36	8.81	14.84	12.34	23.52	24.42	17.44	47.73
NM_001181721.1	55.52	81.81	48.59	46.63	47.06	20.25	35.63	28.93	57.71	46.06	34.26	88.7
NM_001181722.1	275.48	449.9	228.18	347.21	332.6	129.81	220.82	191.02	353.17	340.65	251.92	702.98
NM_001181723.3	165.78	247.85	138.2	217.77	213.5	87.83	162.25	140.0	247.78	277.23	192.96	527.53
NM_001181724.1	40.73	73.57	35.87	47.77	42.27	17.85	36.77	31.46	55.79	50.35	34.26	112.9
NM_001181725.1	10.97	15.75	10.6	14.41	13.79	5.27	10.09	7.78	14.31	15.53	11.67	28.95
NM_001181726.3	42.87	68.91	39.28	51.72	52.23	19.42	33.29	26.26	50.32	46.01	35.61	89.04
NM_001181727.1	75.72	118.86	68.57	68.99	72.55	24.53	49.81	42.26	74.94	61.6	42.51	122.89
NM_001181728.1	307.21	454.64	252.32	329.24	329.68	132.88	199.28	174.62	326.64	305.03	214.87	570.78
NM_001181730.3	81.23	120.97	74.85	83.69	88.03	39.59	63.37	56.77	104.11	103.96	79.2	210.66
NM_001181731.1	18.73	30.26	18.92	21.91	22.57	11.64	21.93	16.94	30.08	29.57	24.11	59.24
NM_001181732.1	15.86	29.68	15.97	26.75	26.46	10.58	18.23	14.17	30.27	31.17	23.57	59.58
NM_001181733.3	73.41	121.41	66.3	77.23	82.29	30.82	64.87	57.71	95.72	84.63	64.68	184.5
NM_001181734.1	67.45	110.11	70.99	92.87	99.01	35.77	75.84	59.15	107.76	115.96	86.68	229.7
NM_001181735.1	160.61	279.57	151.59	196.45	217.16	80.59	141.02	139.7	265.65	277.39	208.42	564.01
NM_001181736.3	2.03	3.94	2.04	3.16	4.45	1.3	3.3	3.57	5.38	5.73	5.0	10.07
NM_001181737.1	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NM_001181738.1	20.87	35.95	21.19	27.04	27.52	10.26	21.27	18.92	31.72	32.51	23.17	63.48
NM_001181739.3	7.31	11.38	7.04	7.65	9.34	3.03	5.51	5.35	8.3	6.21	5.9	13.37
NM_001181740.1	12.94	19.61	9.08	14.06	14.69	4.72	8.76	7.53	12.12	17.09	8.7	32.84
NM_001181741.1	11.42	16.33	8.7	16.24	17.79	6.01	10.0	7.48	14.68	18.16	13.48	34.02
NM_001181742.3	67.39	93.63	57.67	74.66	72.33	30.78	51.35	49.89	82.05	89.29	67.61	172.49
NM_001181743.1	23.96	42.0	23.84	33.56	32.48	9.55	16.87	16.5	26.62	26.41	17.71	53.57
NM_001181745.1	57.72	100.99	56.84	80.58	77.62	28.54	59.63	49.84	84.24	89.61	64.55	178.49
NM_001181746.3	13.05	22.68	11.28	16.38	15.76	6.49	11.36	9.96	17.41	15.21	12.49	30.72
NM_001181747.1	27.51	49.58	24.9	40.02	33.89	14.55	25.02	22.64	39.75	41.24	27.5	78.63
NM_001181748.1	59.63	91.37	44.73	71.26	60.34	25.51	47.39	41.41	70.65	75.68	48.18	143.37
NM_001181749.3	100.42	172.09	80.07	130.82	109.48	44.66	79.19	65.09	110.13	130.69	88.66	281.16
NM_001181750.1	21.21	41.78	18.77	27.58	27.75	11.32	14.62	10.9	22.15	21.37	15.24	41.3
NM_001181751.1	8.66	12.32	7.49	8.39	8.22	2.59	7.09	6.34	9.3	10.44	7.75	20.82
NM_001181752.3	655.54	1009.83	518.27	666.09	668.02	227.86	402.93	340.63	597.3	545.15	419.64	1023.41
NM_001181753.1	0.23	0.44	0.08	0.25	0.45	0.04	0.13	0.25	0.46	0.91	0.45	2.45
NM_001181754.1	12.94	21.22	11.05	19.34	19.08	8.3	9.69	7.93	14.31	19.6	17.35	38.34
NM_001181755.3	9.06	14.88	9.91	11.15	12.66	4.17	8.94	6.89	12.67	10.82	9.11	22.85
NM_001181756.2	6.41	10.35	6.05	7.7	5.91	3.26	5.46	4.31	6.29	9.21	5.0	14.73
NM_001181757.1	15.75	28.51	15.67	25.22	23.53	8.22	15.41	11.79	20.06	22.5	14.24	42.91
NM_001181758.3	10.69	16.92	10.14	16.38	18.52	7.04	11.58	9.71	17.05	22.82	18.26	49.34
NM_001181759.1	23.06	32.45	20.81	31.58	31.35	11.48	20.35	17.24	30.9	36.31	25.51	66.69
NM_001181760.1	6.36	12.03	5.52	11.45	10.24	4.01	5.64	6.24	9.3	11.68	8.25	27.51
NM_001181761.4	36.85	53.81	31.71	63.36	64.45	26.54	47.26	39.83	69.56	89.5	62.61	173.76
NM_001181762.1	952.46	1326.73	736.77	1225.98	1271.71	550.62	774.19	709.73	1356.61	1421.68	1052.48	2952.66
NM_001181763.1	496.79	740.18	394.38	480.94	487.34	201.87	327.0	297.63	560.75	453.45	324.81	917.02
NM_001181764.4	8.33	13.56	7.72	7.6	7.09	3.03	6.69	5.99	9.03	7.77	5.77	20.74
NM_001181765.2	0.06	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.18	0.0	0.14	0.34
NM_001181766.1	1.24	1.82	1.14	1.23	1.69	0.51	1.01	1.04	1.0	0.48	0.86	1.78
NM_001181767.3	163.48	228.6	132.6	518.29	504.28	190.71	797.22	634.19	1142.1	1102.83	804.35	2338.38
NM_001181768.1	8.1	11.45	7.27	9.13	8.22	2.67	5.59	5.05	8.3	9.96	6.72	21.41
NM_001181769.1	10.29	16.19	10.07	13.72	15.2	6.01	12.02	9.61	14.59	14.94	11.22	28.69
NM_001181770.3	7.54	11.45	6.81	9.28	9.23	4.25	7.31	6.04	12.4	12.16	9.38	24.46
NM_001181771.1	14.29	25.81	14.61	17.86	20.77	8.33	15.24	13.77	25.53	26.46	18.75	48.24
NM_001181773.3	0.73	1.53	0.68	0.39	0.79	0.24	0.44	0.69	0.64	1.07	0.95	2.2
NM_001181774.1	15.86	22.39	13.17	12.19	15.48	5.78	9.12	9.41	16.41	11.62	9.6	26.07
NM_001181775.1	123.37	207.3	116.85	120.26	127.49	49.81	83.94	77.23	129.18	113.01	88.48	245.95
NM_001181776.3	33.7	54.83	32.39	42.49	44.64	16.12	32.55	26.85	40.57	41.94	34.26	88.53
NM_001181777.1	4.16	8.68	4.16	4.54	4.67	1.69	3.7	2.68	6.02	4.18	3.52	9.99
NM_001181778.1	2.42	5.25	4.31	3.26	4.0	1.53	2.03	2.28	3.56	5.46	3.79	12.78
NM_001181779.3	424.33	701.47	375.84	550.71	569.86	217.24	391.13	368.66	664.4	756.29	543.64	1456.74
NM_001181780.1	9.11	10.06	5.75	7.94	8.95	3.38	6.25	5.3	9.85	10.87	7.26	19.3
NM_001181781.1	3246.61	4908.29	2511.06	3094.3	3195.9	1168.3	2231.28	1948.74	3697.87	2809.67	2027.67	5702.45
NM_001181782.3	32.46	49.07	31.48	41.25	35.91	15.06	30.56	23.04	41.75	37.49	31.28	79.13
NM_001181783.1	80.5	131.62	71.97	116.16	114.94	42.89	85.04	72.03	124.99	145.69	105.2	293.6
NM_001181784.1	30.04	53.23	32.54	37.8	41.43	16.59	30.17	27.49	44.4	39.8	31.42	84.97
NM_001181785.3	21.26	29.39	15.44	29.51	29.33	10.65	22.68	21.9	33.09	49.54	32.14	92.0
NM_001181787.2	7.54	11.23	5.9	5.87	6.98	2.32	4.62	3.62	6.84	4.77	4.69	13.29
NM_001181788.1	7.65	13.78	7.72	11.99	12.33	5.07	12.73	10.01	18.32	20.51	14.69	39.1
NM_001181789.3	31.05	48.27	29.82	34.79	35.01	13.05	21.8	19.96	36.28	33.96	25.87	70.67
NM_001181790.2	61.15	106.46	57.06	63.31	60.85	23.51	45.76	39.93	68.65	49.76	35.25	103.68
NM_001181791.1	26.27	37.84	23.61	27.39	28.93	10.73	21.36	18.28	34.73	32.14	24.52	60.26
NM_001181792.3	21.6	32.08	19.22	21.91	18.01	6.84	11.45	10.35	18.96	18.37	12.12	32.92
NM_001181793.1	2.81	6.2	2.8	3.26	3.55	0.86	2.82	2.18	2.83	3.64	2.34	6.35
NM_001181794.3	7.2	10.79	5.9	8.19	8.61	3.07	6.91	6.34	10.3	8.3	6.72	19.3
NM_001181795.1	37.3	68.18	31.64	45.5	44.92	17.69	45.32	36.11	56.79	43.97	30.61	79.22
NM_001181796.2	16.48	29.24	16.2	24.92	21.73	8.92	17.22	14.81	25.34	25.82	18.53	53.24
NM_001181797.3	491.67	785.47	449.55	565.61	545.93	212.57	410.9	338.64	613.53	534.33	388.13	1095.68
NM_001181798.1	24.98	40.76	22.33	29.11	27.24	10.46	24.44	19.91	34.28	31.71	23.8	66.86
NM_001181799.1	3.88	6.64	4.24	4.15	4.22	1.73	3.88	3.12	6.75	4.71	3.52	9.9
NM_001181800.3	26.16	44.33	27.62	27.09	28.26	10.46	21.84	18.38	29.45	27.1	18.3	50.19
NM_001181801.1	225.53	360.07	200.56	235.83	230.1	90.07	180.21	152.83	275.31	204.82	162.22	441.71
NM_001181802.1	46.35	69.27	34.51	52.21	51.28	19.5	36.11	32.3	57.8	67.43	47.6	114.85
NM_001181803.3	3162.96	4645.79	2749.38	2767.43	3021.57	1128.52	2157.64	1855.9	3497.86	2737.58	1946.13	5252.7
NM_001181805.1	7.93	12.76	9.16	10.31	10.69	3.7	8.98	6.54	14.04	8.52	4.42	14.81
NM_001181806.1	275.99	441.3	220.99	259.71	242.09	104.26	155.2	135.73	231.46	162.61	119.54	312.22
NM_001181807.4	0.17	0.44	0.53	0.35	0.06	0.08	0.31	0.2	0.18	0.43	0.36	0.51
NM_001181808.4	0.45	0.66	1.21	0.25	0.34	0.51	0.35	0.3	1.19	0.27	0.45	0.85
NM_001181809.2	0.06	0.15	0.08	0.0	0.0	0.0	0.09	0.15	0.18	0.16	0.05	0.0
NM_001181810.3	0.17	0.15	0.3	0.05	0.06	0.0	0.18	0.0	0.18	0.64	0.36	0.25
NM_001181811.3	0.34	0.07	0.68	0.15	0.06	0.0	0.0	0.05	0.09	0.05	0.05	0.25
NM_001181812.1	0.06	0.66	0.45	0.3	0.34	0.16	0.22	0.1	0.46	0.27	0.32	1.44
NM_001181813.1	0.0	0.22	0.0	0.44	0.0	0.12	0.26	0.25	0.09	0.32	0.36	0.51
NM_001181814.3	0.56	0.8	0.91	0.89	1.35	0.75	1.06	1.14	2.1	3.27	1.94	4.4
NM_001181816.3	0.0	0.15	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.17
NM_001181817.1	1.35	2.77	1.44	1.73	2.7	0.71	3.13	1.88	3.46	4.55	3.56	8.38
NM_001181818.1	0.56	0.29	0.53	0.35	0.23	0.04	0.31	0.2	0.36	0.32	0.41	0.51
NM_001181819.3	6.92	10.21	5.83	8.69	6.75	3.07	7.62	6.44	7.38	9.32	8.02	21.07
NM_001181821.1	58.79	101.79	50.03	99.73	95.63	36.13	72.49	57.46	107.12	131.01	94.12	258.39
