name	SRR1944912_f0	SRR1944912_f1	SRR1944912_f2	SRR1944913_f0	SRR1944913_f1	SRR1944913_f2	SRR1944914_f0	SRR1944914_f1	SRR1944914_f2	SRR1944915_f0	SRR1944915_f1	SRR1944915_f2	SRR1944916_f0	SRR1944916_f1	SRR1944916_f2	SRR1944917_f0	SRR1944917_f1	SRR1944917_f2
NM_001182160.1	19	4	4	26	17	7	23	5	6	20	20	7	26	10	10	26	4	9
NM_001182161.1	463	230	191	581	247	235	329	120	147	686	518	194	641	297	296	342	132	187
NM_001182162.1	118	69	46	156	69	68	81	30	54	237	141	47	174	73	69	94	42	44
NM_001182163.1	900	384	314	1060	483	456	571	217	369	1097	605	288	923	418	455	517	206	247
NM_001182164.1	195	94	63	251	106	96	175	55	97	369	270	97	343	178	146	181	74	80
NM_001182165.1	158	89	80	204	104	97	119	39	54	261	152	61	175	101	98	117	39	57
NM_001182168.1	18	7	2	17	8	6	7	6	2	26	12	3	16	14	2	11	3	2
NM_001182170.1	63	29	21	67	30	26	31	8	26	78	48	8	70	27	33	37	12	15
NM_001182171.1	39	28	15	37	17	14	38	8	13	40	39	9	44	15	18	19	10	10
NM_001182172.1	507	266	224	610	283	261	322	134	213	730	466	186	649	347	302	352	139	179
NM_001182173.1	8689	4551	3500	10513	5042	4435	5196	2062	2946	11371	7377	2859	10722	4680	4389	5614	2078	2611
NM_001182174.1	353	182	154	453	251	223	259	130	148	425	281	117	367	185	179	201	84	96
NM_001182175.1	7137	3832	3023	8762	4156	3943	4201	1541	2545	6419	5190	2111	6402	3244	3275	3436	1148	1673
NM_001182176.1	33	18	19	62	30	24	32	11	15	68	42	28	60	32	24	38	20	21
NM_001182177.1	64	13	22	45	32	18	33	7	23	54	35	19	54	33	23	23	15	13
NM_001182178.1	112	60	40	122	64	59	83	25	42	98	64	25	80	35	42	47	23	29
NM_001182179.1	674	394	279	850	415	348	497	220	233	821	532	219	694	267	298	407	161	180
NM_001182180.1	509	254	159	637	273	272	329	114	162	602	363	154	490	224	246	287	113	151
NM_001182181.1	8173	4720	3599	10336	5346	4455	5012	2287	3102	9916	7798	3358	9346	4845	4965	5304	2196	2622
NM_001182183.1	379	207	154	503	247	241	247	104	142	504	339	146	460	247	201	216	93	100
NM_001182185.1	21	10	8	26	12	13	20	7	12	33	19	9	21	16	10	19	7	8
NM_001182186.1	116	64	34	136	58	55	62	18	61	125	100	47	115	59	69	58	23	32
NM_001182187.1	209	107	81	264	124	100	123	54	68	359	205	92	285	126	126	176	71	92
NM_001182188.1	3532	1677	1569	4348	2004	1789	2577	1009	1498	5740	3774	1631	5404	2445	2768	2978	1120	1553
NM_001182189.1	1803	939	699	2084	937	861	1254	456	685	2297	1673	591	2149	1002	944	1303	427	589
NM_001182191.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001182192.1	4017	2218	1536	5072	2485	2105	3339	1356	1898	7262	5245	2018	6734	3187	3055	3707	1508	1743
NM_001182193.1	771	413	293	909	382	357	505	185	275	901	575	242	831	360	342	436	172	186
NM_001182194.1	40	35	26	76	50	37	30	19	25	99	60	24	83	39	28	32	12	19
NM_001182195.1	5	0	0	1	5	1	2	0	2	2	12	5	6	9	1	4	3	1
NM_001182196.1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	2	0	0
NM_001182197.2	292	168	124	383	212	176	200	73	91	391	280	114	256	131	118	159	72	64
NM_001182198.1	400	236	192	500	241	195	294	100	159	614	335	171	517	199	228	283	91	115
NM_001182200.1	7	1	3	5	3	1	1	1	2	5	7	2	8	3	6	5	2	3
NM_001182201.1	191	89	61	234	95	89	126	37	77	260	183	72	227	114	114	137	54	66
NM_001182202.2	21	14	10	46	11	8	14	5	14	48	26	15	42	14	12	15	7	12
NM_001182203.2	1371	675	583	1781	860	774	836	358	509	2334	1657	675	1968	901	943	1111	502	554
NM_001182204.1	32	19	29	44	27	20	29	7	17	46	33	17	36	31	26	34	8	11
NM_001182205.1	80	45	48	121	52	67	73	20	27	178	108	46	114	71	64	75	36	28
NM_001182207.2	16	8	16	17	8	13	10	6	17	20	12	15	19	6	14	23	8	11
NM_001182208.1	236	119	90	328	149	150	155	77	90	300	214	104	276	101	122	167	51	88
NM_001182209.1	21	24	13	16	21	26	15	12	10	39	36	16	29	24	19	21	13	13
NM_001182210.1	470	248	202	624	265	256	290	125	169	490	388	140	491	227	217	230	107	130
NM_001182212.1	97	71	32	105	70	36	53	30	28	126	105	47	108	74	54	62	37	29
NM_001182213.1	194	105	86	284	144	105	150	43	80	332	238	95	277	130	122	163	59	70
NM_001182214.1	10245	6738	4614	12960	7183	5950	6462	2424	3508	11604	9920	3805	11027	6279	5903	5627	2133	2775
NM_001182215.1	66	42	26	115	45	38	69	20	31	115	93	24	131	42	35	63	22	26
NM_001182216.1	44	31	30	78	25	38	23	16	17	119	106	49	113	47	42	47	21	18
NM_001182217.1	522	244	188	685	287	274	314	112	193	700	456	202	639	269	270	319	115	163
NM_001182218.1	3	4	0	3	2	2	0	0	1	1	5	0	5	0	1	1	1	1
NM_001182219.1	636	333	293	858	437	381	395	143	220	988	664	277	769	367	354	424	162	227
NM_001182221.1	417	211	137	515	251	180	254	94	139	552	366	141	416	213	173	244	92	116
NM_001182222.1	5588	3181	2569	7085	3467	3258	3366	1520	1875	6369	5001	1982	5972	3019	2950	3239	1390	1591
NM_001182224.1	1234	621	477	1479	742	662	631	273	381	1542	993	445	1130	558	592	738	267	329
NM_001182225.1	535	251	194	670	310	303	327	128	199	759	489	189	605	277	293	365	131	154
NM_001182226.1	860	392	283	1143	564	431	426	155	246	1395	773	327	1039	416	396	648	289	342
NM_001182229.1	31331	18765	12375	37896	19930	15376	19863	8331	10393	29681	25192	8964	29482	15585	13460	17354	7178	7454
NM_001182230.1	2	1	1	3	0	0	2	0	0	3	3	0	2	1	1	1	0	0
NM_001182231.1	9399	4650	3620	12076	5436	4868	6470	2497	3661	13493	9145	3593	11735	5298	5143	6739	2736	3291
NM_001182232.1	0	0	0	0	0	2	1	0	0	0	2	1	0	0	0	0	1	1
NM_001182233.1	7883	4709	3032	9720	4990	3823	4456	1989	2410	8109	6381	2230	7396	4118	3442	3422	1680	1939
NM_001182234.1	103	86	51	111	69	57	60	30	39	130	105	37	114	45	55	69	26	31
NM_001182235.1	45	21	10	40	28	18	56	17	25	49	25	14	17	11	10	34	12	12
NM_001182236.1	1855	1100	707	2459	1179	1016	1220	463	688	2511	1780	661	2241	1090	957	1239	503	584
NM_001182237.1	309	184	126	356	199	154	217	74	101	536	374	139	428	202	212	268	105	141
NM_001182239.1	355	202	148	453	210	197	245	79	153	503	386	142	467	267	206	260	113	169
NM_001182240.1	456	251	206	616	307	271	357	131	205	732	519	165	695	317	294	401	139	174
NM_001182241.1	131	40	37	135	63	45	71	32	40	129	69	44	96	53	57	73	21	40
NM_001182242.1	65	41	42	91	42	57	45	13	39	73	49	21	58	43	25	32	16	12
NM_001182243.1	5219	3036	2224	6688	3631	2950	3611	1522	1903	5076	3994	1521	4542	2383	2320	2919	1144	1337
NM_001182244.1	21698	12707	8936	24160	12636	9910	12329	5169	6634	19262	17109	6380	19669	10305	9294	10875	4671	5418
NM_001182245.1	143	64	36	177	100	54	102	33	41	131	94	35	142	56	54	80	22	35
NM_001182246.1	554	247	219	662	356	309	347	141	204	816	513	210	687	320	288	370	150	197
NM_001182248.1	2905	1542	1068	3275	1594	1316	1367	561	766	3082	2316	811	3018	1431	1278	1278	571	662
NM_001182249.3	109	31	29	81	51	37	55	18	33	80	53	30	99	45	45	48	25	32
NM_001182250.1	166	91	59	228	93	107	124	44	65	210	115	63	171	71	70	86	40	42
NM_001182251.1	144	81	69	202	84	91	132	38	67	230	189	71	255	104	125	120	55	79
NM_001182252.3	154	104	78	249	115	110	127	49	93	257	170	57	219	108	105	107	43	45
NM_001182253.3	54	57	20	83	35	31	40	21	22	143	77	26	111	51	68	74	22	30
NM_001182256.1	3255	2363	1369	3821	2347	1740	2234	833	1187	2936	2759	1064	2930	1894	1633	1536	619	762
NM_001182257.3	53	20	24	60	29	36	42	18	26	100	62	26	79	30	40	47	18	17
NM_001182258.1	252	104	117	310	162	130	142	53	96	340	206	85	258	123	132	151	54	75
NM_001182259.3	681	359	241	835	397	307	436	183	274	821	609	240	807	393	452	500	186	264
NM_001182260.1	256	158	108	380	169	160	166	62	94	348	218	102	287	108	122	157	59	74
NM_001182261.3	2568	1477	991	3289	1649	1280	1812	702	932	2562	1975	716	2269	1197	1088	1417	552	710
NM_001182262.1	250	105	97	273	142	146	171	64	100	333	209	89	299	136	134	182	66	98
NM_001182264.3	216	105	71	214	111	82	95	35	56	196	126	58	193	91	102	91	44	51
NM_001182265.1	15	12	7	16	13	10	11	6	11	29	28	9	24	17	12	9	5	7
NM_001182266.3	0	0	0	1	0	0	0	1	0	1	1	0	7	3	0	2	0	0
NM_001182267.1	2442	1426	927	2949	1503	1214	1659	622	914	2683	2032	782	2441	1225	1162	1498	550	707
NM_001182269.3	567	273	238	605	289	222	373	178	215	459	377	148	437	271	256	296	115	149
NM_001182270.1	54	30	21	43	31	32	18	16	17	39	40	23	46	23	31	31	11	17
NM_001182271.3	120	73	41	145	67	56	84	26	48	144	99	32	156	59	72	76	26	53
NM_001182272.1	98	38	35	136	62	52	81	44	45	136	93	42	103	55	47	73	32	36
NM_001182273.3	2152	1166	875	2732	1406	1174	1509	606	864	3097	2266	843	2901	1394	1301	1566	659	862
NM_001182274.1	51	12	27	42	17	23	37	18	15	54	31	11	52	14	22	25	11	11
NM_001182275.3	304	182	140	410	209	181	178	81	128	391	243	133	324	141	166	213	65	79
NM_001182276.1	629	307	271	728	326	345	405	157	222	1233	780	347	941	433	488	518	183	287
NM_001182277.3	4510	2029	1934	5423	2140	2489	2067	770	1495	4610	3146	1584	4822	1806	2379	1774	748	1096
NM_001182278.1	742	420	307	919	440	393	457	164	286	874	528	224	842	317	330	448	166	227
NM_001182279.3	108	59	49	121	58	51	60	35	38	115	110	44	124	73	63	69	37	35
NM_001182280.3	55	29	32	56	39	23	31	13	18	78	53	19	81	34	29	38	12	26
NM_001182281.1	97	47	34	98	59	37	60	23	29	113	88	33	91	53	35	44	18	22
NM_001182282.3	5	0	1	3	2	1	2	1	0	4	2	0	0	1	2	0	1	1
NM_001182283.1	295	137	112	435	152	169	195	49	118	484	313	157	469	200	223	191	72	92
NM_001182284.3	143	91	68	223	90	88	116	42	66	231	152	70	226	103	115	131	42	67
NM_001182285.1	619	255	249	722	359	259	429	148	254	789	554	178	774	318	299	375	152	179
NM_001182286.3	849	480	393	1081	548	444	528	219	324	1462	898	330	1122	538	491	650	238	327
NM_001182287.1	1011	441	402	1346	610	590	536	183	268	1531	1021	462	1124	564	547	690	267	364
NM_001182289.3	644	260	211	705	304	288	336	124	181	921	560	295	729	342	353	424	143	203
NM_001182291.1	411	221	135	546	260	226	240	96	155	532	328	150	513	188	179	274	129	120
NM_001182292.3	58	20	30	87	41	31	53	14	26	65	46	28	51	26	25	35	13	13
NM_001182293.1	154	89	41	212	96	85	97	28	57	210	150	50	199	85	81	93	34	37
NM_001182294.3	3433	1908	1433	4308	2132	1747	2319	911	1317	3816	3352	1051	3754	1898	1673	2204	920	1027
NM_001182295.4	147	74	64	221	72	78	103	43	52	212	142	52	174	74	70	70	24	33
NM_001182296.1	53	26	15	48	18	27	25	8	7	58	45	18	47	27	35	30	9	14
NM_001182297.3	1003	492	422	1292	565	497	710	294	429	1645	1103	399	1496	638	620	781	281	402
NM_001182298.1	1524	686	580	2058	852	852	858	295	487	2015	1348	535	1532	638	709	785	258	412
NM_001182299.3	13	8	6	23	11	13	7	7	9	15	16	8	20	9	11	10	5	7
NM_001182300.1	100	53	31	102	54	53	63	30	27	106	77	36	98	39	54	61	26	26
NM_001182301.1	4629	2825	1766	5814	3018	2289	2639	969	1331	6077	4503	1669	5270	2896	2468	3228	1356	1495
NM_001182302.3	274	180	103	414	182	139	197	72	94	366	308	97	370	207	175	193	85	98
NM_001182303.1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0
NM_001182305.3	99	57	48	127	50	52	60	27	35	135	113	44	125	67	52	61	26	23
NM_001182306.1	540	267	224	722	291	322	296	107	184	632	365	156	461	221	198	272	92	141
NM_001182307.3	428	210	183	563	261	233	308	122	190	452	311	126	423	207	195	230	90	110
NM_001182308.1	1526	729	588	1599	762	702	810	307	448	1195	846	363	1190	557	551	556	232	308
NM_001182309.3	713	311	313	840	374	377	490	171	267	1109	569	259	877	377	427	459	184	225
NM_001182310.1	184	102	55	212	111	87	162	43	87	318	187	78	255	112	94	136	59	80
NM_001182311.3	35	17	10	57	31	22	22	7	14	53	37	16	52	27	27	20	12	12
NM_001182312.1	100	22	37	95	51	33	63	21	30	126	96	36	95	50	52	55	29	37
NM_001182313.3	185	69	52	121	58	52	84	26	39	177	80	39	117	59	63	88	33	50
NM_001182314.1	102	36	30	107	50	41	61	20	42	125	81	30	95	50	47	59	22	40
NM_001182315.3	211	129	74	319	144	122	176	69	79	392	192	86	291	136	144	156	67	89
NM_001182317.1	1775	916	740	2130	1100	900	1041	417	619	2428	1792	657	2123	1045	937	1216	459	567
NM_001182318.3	667	331	259	816	374	325	426	148	231	962	599	275	760	361	342	433	161	227
NM_001182319.1	11	12	3	28	24	11	20	6	11	36	20	9	30	8	12	15	7	10
NM_001182320.3	4544	2687	1839	5494	2948	2336	3487	1373	1856	6531	5337	1983	6464	3289	2896	3930	1708	1760
NM_001182321.1	350	190	148	464	232	219	244	92	146	526	353	171	423	197	180	208	80	114
NM_001182323.3	415	214	196	542	228	265	290	90	160	522	333	141	440	189	208	258	94	128
NM_001182324.1	230	89	88	277	115	102	135	51	70	252	182	65	229	117	114	129	50	55
NM_001182325.3	181	82	109	209	112	90	120	36	68	256	165	73	223	101	110	126	37	71
NM_001182326.1	1283	770	475	1713	918	687	758	360	467	1333	1171	415	1366	732	624	802	334	435
NM_001182327.1	155	110	74	182	129	82	128	50	62	204	150	67	218	115	122	130	72	65
NM_001182328.3	335	158	140	399	167	148	191	80	106	364	223	85	346	124	130	176	70	98
NM_001182329.1	19191	10009	7600	24079	11536	9899	10875	4169	6279	22218	17238	6131	20686	10201	9512	9491	3750	5142
NM_001182330.3	192	104	72	268	130	98	145	52	87	332	190	86	294	104	98	130	49	71
NM_001182331.1	84	34	35	90	36	36	58	20	25	86	46	27	50	25	28	35	11	17
NM_001182333.3	1	4	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0
NM_001182334.1	51	19	22	48	24	18	21	7	17	34	17	7	41	13	13	20	2	9
NM_001182335.3	2481	1417	1001	3091	1555	1230	1658	666	944	3554	2682	1105	3329	1676	1512	1850	722	869
NM_001182336.1	12757	6644	5358	14863	7041	6387	7361	3025	4264	12665	9598	3901	12130	6014	6029	6325	2458	3114
NM_001182337.3	1836	907	819	2241	1014	1065	1094	462	718	1501	993	455	1257	610	658	763	341	407
NM_001182338.1	643	315	247	771	368	314	401	155	220	620	454	177	589	249	216	306	150	156
NM_001182339.3	163	64	56	223	64	90	115	35	49	223	145	50	162	78	80	94	33	45
NM_001182340.1	457	260	214	751	322	294	413	177	257	938	572	250	909	372	365	529	176	264
NM_001182341.3	10	13	6	25	8	10	15	3	8	18	6	3	14	7	10	6	4	3
NM_001182342.1	324	125	118	456	178	163	251	75	140	364	220	117	315	150	150	160	63	98
NM_001182343.3	180	86	52	243	119	109	133	55	83	254	178	70	219	89	107	110	46	43
NM_001182344.1	38	18	13	47	26	20	21	7	12	33	20	7	43	16	23	16	10	6
NM_001182345.3	26	20	9	32	28	12	16	6	14	39	32	17	36	27	13	21	10	11
NM_001182347.1	331	173	112	418	199	168	213	65	125	352	219	95	333	155	143	181	71	87
NM_001182348.3	86	54	40	134	55	47	77	26	54	143	102	38	156	66	80	71	41	43
NM_001182349.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NM_001182350.3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NM_001182352.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001182354.3	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0
NM_001182355.3	6	8	1	13	8	7	10	1	8	11	11	7	13	11	7	13	4	4
NM_001182356.1	914	476	368	1181	507	479	689	238	401	1461	947	383	1216	563	595	741	245	354
NM_001182357.1	1	3	1	4	3	3	3	0	0	4	0	2	5	3	2	2	2	1
NM_001182358.1	20	15	3	34	13	14	16	7	13	30	18	9	23	18	13	12	3	7
NM_001182359.1	1026	548	471	1411	632	584	682	214	379	2209	1467	614	2000	780	831	1122	364	519
NM_001182360.1	118	65	44	137	73	73	94	36	47	171	94	53	162	74	85	84	27	46
NM_001182361.1	88	65	45	142	55	47	87	30	36	149	92	53	134	48	57	96	22	38
NM_001182362.1	555	276	219	795	300	321	322	120	195	1023	646	285	809	346	346	498	161	256
NM_001182363.1	3130	1743	1314	4083	1833	1783	2009	892	1184	4756	3392	1231	4026	1816	1782	1906	848	1037
NM_001182364.1	178	96	90	238	120	102	103	48	68	197	145	35	161	79	72	95	36	69
NM_001182366.1	2979	1384	1251	3850	1714	1641	1504	561	826	5108	3271	1245	3585	1494	1557	2232	831	1075
NM_001182368.1	63	30	17	82	51	34	42	21	29	72	83	35	85	47	36	48	21	12
NM_001182369.1	1296	672	543	1653	746	710	909	388	513	1515	1090	463	1442	689	690	839	380	387
NM_001182371.1	298	176	114	357	193	157	219	80	113	401	256	92	382	185	144	222	91	97
NM_001182372.1	249	139	108	384	147	131	161	87	91	335	250	85	403	171	162	210	70	98
NM_001182373.1	107	70	52	136	77	59	64	23	46	145	111	45	137	80	76	67	17	38
NM_001182374.1	280	162	94	365	170	130	239	90	98	373	246	126	366	164	128	159	62	95
NM_001182375.1	916	386	403	1297	519	516	600	207	353	1105	659	262	940	397	365	498	167	235
NM_001182376.1	279	153	100	315	141	132	170	63	98	261	193	80	246	129	99	147	69	83
NM_001182377.1	347	184	116	412	190	197	225	91	130	448	299	122	414	182	159	232	87	124
NM_001182378.1	84	34	39	105	32	43	43	11	32	114	69	21	115	35	43	52	19	31
NM_001182379.1	233	136	103	305	151	108	168	61	101	415	260	115	346	160	141	187	86	116
NM_001182380.1	1408	883	523	1878	868	729	843	377	470	1706	1298	504	1744	896	757	890	384	469
NM_001182381.1	32	20	18	58	25	31	33	8	19	74	45	17	57	20	26	45	15	12
NM_001182382.1	15699	8648	6445	19382	9420	8093	8927	3624	5205	18665	14872	5823	17595	8836	9062	8426	3415	4375
NM_001182383.1	261	111	95	267	118	112	154	64	72	301	177	76	257	118	102	140	63	68
NM_001182384.1	14700	7939	5545	17708	8461	6825	8809	3464	4485	14479	11279	4237	14243	7217	6308	7308	2991	3429
NM_001182385.1	273	121	96	351	160	154	146	53	83	369	225	96	308	135	113	176	53	79
NM_001182386.1	17228	10470	7781	18983	10570	8640	9822	4288	5978	18014	16164	6963	19850	10908	10695	11269	4759	5737
NM_001182387.1	266	141	104	366	181	142	144	71	94	409	271	118	343	160	145	185	82	103
NM_001182388.1	136	69	40	188	78	75	97	26	44	182	111	41	149	68	65	99	38	50
NM_001182389.1	394	263	142	501	262	193	311	110	151	473	340	162	425	203	219	229	103	115
NM_001182390.1	124	74	56	165	82	69	87	34	54	205	167	65	160	74	81	128	49	53
NM_001182391.1	372	156	132	508	242	215	188	89	111	571	366	160	401	196	196	232	102	121
NM_001182392.1	972	559	404	1226	575	504	583	217	301	1210	799	316	1095	501	418	641	253	310
NM_001182394.1	139	70	46	164	77	64	89	33	45	195	110	46	181	66	56	82	36	33
NM_001182395.1	43	23	18	63	27	22	28	18	22	55	36	20	69	25	18	34	13	19
NM_001182396.1	206	108	65	271	120	122	134	50	75	291	188	75	237	94	83	127	57	88
NM_001182397.2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NM_001182398.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NM_001182399.1	123	48	49	135	68	49	76	39	47	148	112	37	132	64	63	84	22	36
NM_001182400.1	12	4	5	9	6	10	8	2	5	6	9	6	16	7	9	6	3	3
NM_001182401.1	32	23	12	71	39	23	33	21	18	48	34	23	49	30	35	30	17	23
NM_001182402.2	36	34	21	80	48	23	47	23	28	41	37	11	49	19	14	43	17	14
NM_001182403.1	219	85	64	246	101	94	116	45	48	276	154	70	170	89	88	116	43	46
NM_001182404.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0
NM_001182405.1	1208	728	519	1471	802	661	864	317	455	1520	1128	467	1482	730	625	895	348	413
NM_001182407.1	362	253	145	500	264	222	320	147	183	682	475	166	644	325	309	362	190	160
NM_001182408.1	20	18	15	35	25	18	19	13	12	39	31	15	36	19	28	31	19	10
NM_001182409.1	44	25	28	68	33	28	27	13	17	67	37	15	61	31	27	46	32	17
NM_001182410.1	915	510	396	1264	549	489	639	233	357	1171	833	332	1054	551	461	656	228	300
NM_001182411.1	160	62	63	190	109	81	109	53	50	200	136	61	195	99	83	94	34	47
NM_001182412.1	4	5	3	7	3	5	5	3	2	12	14	7	12	7	7	6	5	3
NM_001182413.1	238	138	105	290	123	131	144	57	72	296	205	90	283	152	104	127	50	62
NM_001182414.1	4055	2397	1653	4970	2664	2063	2878	1161	1543	5567	4296	1612	5284	2696	2404	3057	1416	1487
NM_001182415.1	364	247	167	504	249	243	282	112	142	577	393	151	507	234	209	262	99	140
NM_001182417.1	2330	1178	920	2738	1319	1166	1574	623	859	2360	1900	841	2220	1252	1218	1402	569	697
NM_001182418.1	474	224	204	574	262	223	278	125	180	524	346	168	483	256	219	279	87	134
NM_001182419.1	184	75	54	186	87	81	116	52	72	202	145	62	205	78	81	108	41	60
NM_001182420.1	173	82	60	228	113	112	117	37	61	296	184	69	232	103	112	108	52	61
NM_001182421.1	142	74	74	165	87	82	115	40	65	200	123	54	142	75	67	93	27	47
NM_001182422.1	23507	12995	9346	29840	14315	11849	14098	5090	7457	26402	20653	7123	25368	12071	10762	11708	4606	5746
NM_001182423.1	123	59	56	151	77	75	94	27	53	212	131	65	152	50	88	88	33	47
NM_001182424.1	316	129	110	429	165	193	197	71	115	407	289	127	301	165	144	187	82	92
NM_001182425.1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
NM_001182426.1	475	225	159	601	278	240	314	98	177	598	426	161	587	253	262	292	123	136
NM_001182427.1	21	14	17	34	11	14	20	10	11	37	35	8	37	11	16	19	8	11
NM_001182428.1	1293	635	566	1715	731	702	825	269	417	2139	1403	578	1894	788	719	938	362	447
NM_001182429.1	1464	800	592	1841	921	783	953	400	545	1953	1545	521	1737	918	808	902	407	492
NM_001182430.1	206	104	89	265	126	103	125	44	100	241	137	64	197	91	98	130	28	56
NM_001182431.1	3328	1754	1363	4407	2088	1900	2149	739	1236	4126	2833	1167	3281	1486	1546	2112	791	1052
NM_001182432.1	16105	8501	6513	18669	9007	7883	9282	3640	5158	16083	12226	4706	15347	7968	7457	7926	3083	3690
NM_001182433.1	2431	1365	1037	3125	1526	1404	1675	698	1023	2221	1551	689	1908	942	939	1176	548	608
NM_001182434.1	750	423	273	973	428	384	565	215	274	791	522	206	706	289	297	346	174	179
NM_001182435.1	128	43	52	150	66	53	83	25	38	116	103	48	126	53	62	56	17	36
NM_001182436.1	137	98	66	180	90	76	118	43	59	224	183	80	219	117	127	122	60	81
NM_001182437.1	1345	733	606	1738	760	722	952	377	538	2192	1532	595	2035	892	899	1050	470	530
NM_001182438.1	434	216	154	506	228	226	272	99	171	469	316	142	416	195	213	212	94	126
NM_001182439.1	203	101	94	289	127	123	160	50	97	307	222	67	299	124	131	147	44	79
NM_001182440.1	250	141	105	335	145	151	178	73	85	370	230	91	341	138	132	184	77	99
NM_001182441.1	174	72	91	252	101	84	139	30	64	231	133	80	208	97	101	121	35	65
NM_001182442.1	0	0	3	0	0	0	0	0	0	1	0	2	0	2	2	0	0	1
NM_001182444.1	1760	1000	675	2254	1039	835	1265	536	700	2176	1591	581	1970	1000	921	1219	535	569
NM_001182445.1	1467	649	559	1743	764	665	892	326	490	1813	1201	474	1660	721	808	925	405	432
NM_001182446.1	4	6	1	8	2	6	6	2	7	22	15	1	10	3	2	10	1	1
NM_001182447.1	216	105	83	257	113	115	161	56	88	437	308	105	402	148	182	207	74	109
NM_001182450.1	172	68	75	273	127	119	109	59	81	305	194	79	298	139	146	129	44	63
NM_001182451.1	1208	545	473	1431	685	653	759	284	426	1929	1324	555	1630	727	775	939	415	559
NM_001182452.1	1172	600	485	1602	686	756	654	254	417	1733	1087	475	1297	588	646	740	280	385
NM_001182453.1	288	185	147	466	210	214	238	105	136	430	254	99	340	161	148	159	76	101
NM_001182454.1	50	12	19	66	21	33	33	14	8	80	46	26	62	40	32	29	11	15
NM_001182456.1	140	73	56	166	78	78	133	59	56	203	114	46	188	79	86	88	43	46
NM_001182457.1	174	77	79	268	93	86	119	39	73	288	155	73	274	118	118	117	52	73
NM_001182458.1	100	77	42	145	62	56	66	31	37	127	113	43	143	53	60	77	29	32
NM_001182459.1	83	55	59	131	57	56	60	25	34	111	73	41	108	45	55	63	25	37
NM_001182460.1	481	236	154	530	303	242	242	101	142	839	608	269	729	323	381	421	149	244
NM_001182462.1	100	44	40	125	60	52	71	32	40	110	85	34	98	46	52	74	28	32
NM_001182464.1	168	124	72	173	109	88	126	39	76	272	187	63	218	139	98	137	67	68
NM_001182465.1	1064	617	444	1433	711	626	787	309	397	1795	1151	505	1505	707	643	797	315	432
NM_001182466.1	52	38	35	110	53	49	47	26	36	88	66	37	78	58	54	51	19	27
NM_001182467.1	607	288	272	825	307	338	365	131	195	1124	718	282	910	416	416	458	146	261
NM_001182468.1	1896	1019	731	2358	1118	910	1242	457	637	1855	1409	530	1759	866	805	923	391	412
NM_001182469.1	75	27	24	77	44	36	54	18	28	95	60	23	88	53	50	52	11	25
NM_001182470.1	151	55	74	192	103	85	90	45	58	255	170	91	185	96	114	108	57	63
NM_001182471.1	216	116	75	288	128	118	141	47	84	304	218	83	254	101	113	151	50	71
NM_001182472.1	673	334	237	911	409	374	488	173	257	898	608	240	778	329	339	445	168	244
