transcript_id	m_GR_in_01d_1.isoforms.results	m_GR_in_01d_2.isoforms.results	m_GR_in_01d_3.isoforms.results	m_GR_un_01d_1.isoforms.results	m_GR_un_01d_2.isoforms.results	m_GR_un_01d_3.isoforms.results	m_GR_in_02d_1.isoforms.results	m_GR_in_02d_2.isoforms.results	m_GR_in_02d_3.isoforms.results	m_GR_un_02d_1.isoforms.results	m_GR_un_02d_2.isoforms.results	m_GR_un_02d_3.isoforms.results	m_GR_in_04d_1.isoforms.results	m_GR_in_04d_2.isoforms.results	m_GR_in_04d_3.isoforms.results	m_GR_un_04d_1.isoforms.results	m_GR_un_04d_2.isoforms.results	m_GR_un_04d_3.isoforms.results	m_GR_in_07d_1.isoforms.results	m_GR_in_07d_2.isoforms.results	m_GR_in_07d_3.isoforms.results	m_GR_un_07d_1.isoforms.results	m_GR_un_07d_2.isoforms.results	m_GR_un_07d_3.isoforms.results	m_GR_in_10d_1.isoforms.results	m_GR_in_10d_2.isoforms.results	m_GR_in_10d_3.isoforms.results	m_GR_un_10d_1.isoforms.results	m_GR_un_10d_2.isoforms.results	m_GR_un_10d_3.isoforms.results	m_GR_in_15d_1.isoforms.results	m_GR_in_15d_2.isoforms.results	m_GR_in_15d_3.isoforms.results	m_GR_un_15d_1.isoforms.results	m_GR_un_15d_2.isoforms.results	m_GR_un_15d_3.isoforms.results	m_GR_in_20d_1.isoforms.results	m_GR_in_20d_2.isoforms.results	m_GR_in_20d_3.isoforms.results	m_GR_un_20d_1.isoforms.results	m_GR_un_20d_2.isoforms.results	m_GR_un_20d_3.isoforms.results	m_GR_in_25d_1.isoforms.results	m_GR_in_25d_2.isoforms.results	m_GR_in_25d_3.isoforms.results	m_GR_un_25d_1.isoforms.results	m_GR_un_25d_2.isoforms.results	m_GR_un_25d_3.isoforms.results
XM_003553865.5	362.61	632.88	631.03	515.41	406.62	515.15	246.14	412.64	632.58	458.41	579.7	570.68	356.98	309.96	575.35	349.13	441.9	519.49	280.07	284.18	96.74	425.03	288.34	333.17	244.11	326.14	851.4	431.29	709.15	839.17	239	95	113	356	537.55	472.57	112.7	134.35	153.28	545.38	448.38	374.64	145.5	135.87	233.56	323.9	288.73	339.39
XM_003553882.5	11	30	27.29	12	13	16	45	45.36	95	54	95	62	98	67.25	88	52	59	72	75	56	32	85	72	83	60	53	152.74	100.8	209	170	63	34	55	206	254	311	15	23	31	145.51	150	114	14	4	17	105	73	93
XM_003553936.5	142.04	230.02	236.28	177.77	155.77	204.57	45	62.2	109	70	113	68.22	85.22	82.51	173.51	87.86	84.24	108.57	162	134	49	165	119	130.21	58.41	72.22	248.27	57.31	75	84.41	100	53	115	153	218.7	210.81	32.92	38.06	65.55	163.72	144	109.08	35	42.27	46	109	98.14	107.63
XM_003553942.5	24	54	60	40	23	27	46	60.72	97	87	104	72	55	21	64	49	53	85	20	21	3	32	17	15	60	55	76	33	81	110	37	10	14	23	42	33	7	10	7	86	37.66	57	37	22	45	67	38	48
XM_003553945.5	129.4	244	221	232	152	113.63	101	133	271	162	258.38	217	175.49	133.56	228	153.48	182	216.41	124	123	41	189	152	180	179	224	523	303.32	397	446.75	231	128	158	95.68	170	220	50	66	70	144	134	128.57	163.78	143.68	213	121.35	115.41	145
XM_003553961.5	0	3	3	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	1	2	1	0	1	52	56	161	0	0	0	84	56	58	0	0	0	41	41	55	1	2	0	38	42	46	0	1	0
XM_003553966.5	23	22	34	21	10	11	7	10	53	25	25	28	16	12	12	19	25	36	8	9	2	7	6	17	26	37	56	22	21	28	29	14	50	31	44	27	15	12	11	18	25	25	10	23	32	14	12	6
XM_003553996.5	14.59	30.07	43.66	20	32.47	38	10	20	20	27	13	16.68	17	19.54	41.98	20	26	19	23	29.66	11	31	26	14.44	57.33	58.21	172.65	17	26	35	120.22	112.63	188.73	36	38	43.58	65.95	45.41	60.29	17.11	22	14.52	98.53	71.95	121.93	27	32	11
XM_003554009.5	27.35	29	22.73	31.19	14.96	10	11	8	15.76	17	41	27	10	2.25	9	6	8	8	5	8	0	17	2	15	10.43	8	2.03	11.2	13.22	23	7	1	2	23	71	64	4	1.1	6.8	34.75	72	46.73	11.92	17.75	18	5	10	6
XM_003554011.5	167.52	286.99	258.22	219.98	150.26	237.99	82.68	98.92	131	79.71	113	111	102.32	66.3	145.59	100.86	117.31	126	82	126	39	107	84	80	161.28	204.46	464.4	52.96	80	92	112	55	75	64	110	141.32	68.43	71.45	84.87	155.23	146	104.9	61	51	90	73.49	68.61	83
XM_003554025.5	580.09	869.44	943.12	804.56	611.16	722	199.55	278.55	411	294.56	436.23	368.54	351.09	326.73	542.42	362.88	431.18	422.77	424	363.62	181.59	726.59	532.6	584.19	186	253	677.66	436.52	647.6	583.2	208	101	239	548.15	792.08	771	128.9	144.8	158.29	442.42	512.58	380.64	178.44	134.58	175.9	361.08	366.03	357.24
XM_003554031.5	29	17	42	27	12	23	9	10	30	11	22	7	10	7	27	18	19	15	8	10	2	12	8	13	52	38	151	3	13	7	35	19	29	3	2	11	28	26	33	27	13	22	34	32	36	9	8	15
XM_003554040.5	424.59	597.39	577.25	560.64	400.95	427.11	236.21	351.99	499.49	409.82	662.08	547.83	376.75	276.47	659.05	291.47	322.78	345.89	264.97	257.36	101.78	435.72	370.09	379.38	112.2	116.89	364.19	121.62	210.71	224.94	256	135	242	405.21	773.07	562.44	86.18	108.51	108.61	326.81	372.38	281.15	179.92	150.63	221.08	310	356.43	358.49
XM_003554050.5	145	255	270	175	142	178	85	116	219	160	223	194	146	79	185	159	195	217	81	82	33	98	70	77	140	187	409	117	155	199	179	100	175	146	206	235	65	61	77	129	158	126	73	93	97	77	78	80
XM_003554071.5	136	198	192	161.14	101.18	111.03	60	70.03	101	84	126	90	76.08	67.95	117.46	50	86	91.57	80	70	29	113.55	126	107	75	80.43	260.42	141.22	150	162	198	88	224	103	188	153	84.59	119.71	123.53	209	138	126	303	217	285	97	114	90
XM_003554084.5	51	52.6	41	51.56	36	21	8	14	24	8	27	19	17	24.84	38	24	26	28	20	25	9	36	27	25	33	57	128	26	43	35	66	45	60	31	60	49	12	15	26	35.33	44	28.65	46	36	48	22	27	24
XM_003554096.5	121	155	160	189	81	136	36	60	89	82	129	116	35	30	70	35	38	38	6	13	2	47	27	38	0	1	2	13	17	21	0	0	3	17	21	15	0	0	0	5	16	3	0	2	0	21	24	20
XM_003554130.5	34	50	59	72	34	25	14	11	26	20	20	33	19	14	13	10	6	17	22	21	10	29	12	38	9.62	8	19	6	14	15	8	1	8	31	39	46	5	8	7	21	32	17	11	3	10	13	22	19
XM_003554141.5	36	46	42	21	21	27	14	10	28	22	35	25	15	15	23.45	24	28	24	14	9	8	9	5	15	40	49	103	10	6	4	31	15	35	20	25	32	15	12	12	25	21	21	12	18	20	4	10	9
XM_003554146.5	25	44	33	34	16	14	8	9	7	10	4	9	8	4	12	6	6	12	2	9	0	3	7	3	7	8	23	0	1	2	4	0	3	11	6	1	0	0	3	27	12	13	1	0	2	2	3	5
XM_003554147.5	171	245	387	223	202	260	238	362	623	270	421	358	454	353	508	270	287	354	206	177	89	286	210	260	41	48	108	249	300	303	46	24	58	23	77	58	3	4	11	31	30	18	8	4	9	205	177	183
XM_003554155.5	12.74	26	19.25	16.8	9.46	2	1	1	6	4	6	5	4.24	3.48	8	6	4	5	1	1	1	5	6	7	2	4	5	0	11	5	4	1	3	5	22	11	2.2	0	0	4	11	4	1.02	2	2	4	2	2
XM_003554182.5	145.79	285	269	190	137	222	80	106	159	90	136	150	145	129.5	188	145	128	162	108	129	43	113	89	75	228	281	832	57	61	59	17	7	17	27	35	53	19	23	30	54	86	59.44	14	24	15	94	56	82
XM_003554194.4	29	46	47	23	23	27	19	23	46	31	49	43	32.64	45	72	37	32	41	20	23	16	47	24	37	65	57	129	28	49	42	67	30	33	30	65	84	17	26.73	28	70	60	65.02	50	44	77	57	33	41
XM_003554214.5	15	15	13	19	13	10	4	2	8	2	5	5	14	6	22	21	12	14	11	7	3	7	11	12	5	8	15	3	5	4	2	0	2	21	31	45	1	2	1	22	31	20	0	0	7	19	18	14
XM_003554240.5	91.84	145	188.86	117.47	80.89	90	35.56	37	76	54	61	65.84	35	22.52	56	19.74	29.7	48	101	114.86	38.77	74	74	94	1107.43	1328.02	3852.76	40	50	33	985.4	633.81	1022.73	115	224.13	146	1030.65	1056.73	1321.15	82.7	88	82.62	995.52	850	1119.15	150.68	163.6	163.11
XM_003554241.5	74	126	115	126	77	75	48	70	136	68	144	133	92	77	170	115	120	121	149	132	38	129	87	92	163	193	491	139	210	225	245	111	127	59	160	129	73	95	88	147	134	97	85	66	85	158	144	164
XM_003554252.4	269.1	482	453.47	442.64	307	313.89	134.42	196	301	169	261.33	226.42	275	246.08	402.49	272.47	243	285	252	295.24	84	307.5	225	227	396.88	477.45	1367	145.46	239	170	275	131	213	132	180	167	115.68	99	163.96	134	213	130.4	224	183	304	152	153	174
XM_003554261.5	1	4	3	2	4	2	0	2	2	0	5	3	1	1	0	1	0	1	0	2	0	0	1	2	1.06	1	12	2	3	4	0	5	8	1	6	1	0	3	3	0	2	5	4	1	1	1	1	0
XM_003554266.5	21	34	57	38	36.17	61.55	19	25	53	23	37	26	36	31	60.55	42.49	51	48	27	33	15	57	32	32.48	301	363.97	989.96	13	16	21	476	269	485	4	12	2	299.96	332.93	523.93	3	7	8.37	366	313	396	17	10	14
XM_003554269.4	355.96	505.77	473.5	427.58	290.11	358.83	131	167	294	182.54	297	280	253.84	181.45	281.56	223.75	258.57	264.5	285	240.66	119	342.62	316.61	284	360.34	439.85	1116.57	282.91	352	357.57	275.54	244	367	288	434	386.62	157.4	152.85	198.57	235.59	341.6	246.79	184	175	278.58	176.57	210	201.56
XM_003554286.5	67.64	97.53	57.8	73.85	31.67	47.76	10	12	16	11	26	17	9	6	10	12.7	7	13	9	23	5	18	14	15	178.6	176.94	417.72	4	6	7	140	130	213	63	66	64	88.8	73.81	152.53	33.61	61	48.24	59.52	57	124	13	15	12
XM_003554293.5	1093.25	1927.56	1915.44	1501.19	1047.11	1240.97	370.23	600.24	861.88	557.08	794.9	742.47	645.6	574.09	1045.26	645.7	644.05	729.77	729.76	723.86	298.96	911.85	706.59	699.53	1064.89	1327.03	3897.73	421.69	541.8	530.36	1638.21	1071.22	1587.46	592.34	1247.93	1055.79	1016.27	1211.43	1343.69	1159.94	1038.75	884.28	1849.58	1631.05	2019.31	857.48	780.75	827.12
XM_003554304.5	15	11	10	17	10	8	5	2	9	8	19	9	4	7	12	8	8	8	16	4	1	12	6	6	11	23	72	21	7	14	43	21	30	7	22	23	7	25	16	31	14	16	6	18	17	8	5	6
XM_003554310.5	31.3	92	94	102.13	97	252.36	20	40	74	36	53	50	136.43	131.34	218.41	235.18	221.35	263.4	301	335.54	145.5	161	148	162	4310.62	4929.91	14297.36	537.93	821	707	12672.65	7004.16	11521.57	72	89	133	3695.75	3890.05	4669.85	84	66.41	66.55	4854.7	4073.93	6715.55	64	83.66	78
XM_003554327.5	138.79	209	228	182	121	132	73	91	179	121	163	181	102	80	183	123	134	177	95	96	35	127	83	104.66	477	415	1582	127	181	198	808	380	591	91	163	170	216.38	286.41	296.39	129.66	163	105.62	441	384	462	102.62	98	108
XM_003554330.5	2	0	0	1	0	2	0	0	2	2	2	1	1	4	3	0	0	0	12	12	7	1	0	2	151	167	352	0	1	0	1206	1154	1546	4	1	3	65	80	81	3	0	1	89	92	211	0	1	2
XM_003554336.5	64	128	139	107	77	91	36	50	74	51	54	54	64	50.94	77	76	79	89	79	72	34	75	53	55	110	134	441	40	65	79	177	85	113	31	94	101	73	58	108	56	51	52	96	83	115	43	58	65
XM_003554348.5	89.27	119	108	96	44	77	34	45	52	47	68	47	74	51.05	105	48.92	56	54	35	37	17	101	71	105	20	40	101	54	79	68	51.83	37	70	98	132	139	28	31.8	45.28	170	131	123.03	47.47	51	64	114	123	114.61
XM_003554350.5	17	27	36	18	14	23	4	12	12	8	6	7	13	12.75	31	20	9	21	12	9	3	28	8	19	26	27	99	34	49	43	24	17	41	7	14	7	14	20	25	11	14	10	25	34	44	9	8	16
XM_003554366.5	117.04	211.87	235.96	219.39	221.21	404.08	111.75	193.19	312.25	163.08	215.9	163.44	301.91	212.31	436.69	237.45	301.35	308.97	172.11	172.4	71	404.74	327.48	374.44	35.74	39.76	141.17	508.91	697.92	676.96	18	2.22	10	64.83	158.82	110.6	2.66	4	6.45	358.67	236.09	235.61	1.64	4	0	125.82	118.2	173.63
XM_003554410.5	15.61	37.19	43.99	28.68	22.6	23.19	46.6	46.54	39.26	28.29	42.63	36.37	57.48	40.33	43.56	26.59	35.35	46.72	44	49.03	20.44	52.95	62.46	79.07	4	4	9.34	23.31	21.75	42	22	25	18	167.75	254.53	237.41	0	1.91	3	84.38	56.28	59.18	0	0	4	64.5	63.27	61.63
XM_003554447.5	22	71	59	39	26	36	8	5	22	16	9	17	17	13	26	9	9	21	17	22	1	17	16	16	41	44	97	30	29	38	40	36	44	20	33	22	9	4	16	10	9	7	36.89	27	32	13	8	10
XM_003554454.5	6	16	25	21	10	11	0	6	7	5	2	5	10	3.17	12	20	6	9	4	14.58	3	9	13	15	28	19	52	24	22	18	21	15	20	5	11	13.61	12	6	9	4	11	3	23	13	14	8	7	5
XM_003554481.5	137	315	348.72	256.81	250.35	438.36	199	292	485	257	358	314	477	355.21	644.8	277.58	379	433.33	504	571	214	418	338	430	134	126	309	1374.91	1850.48	1942	59	15	34	239	387	352	26.48	36	47	382	329	299.08	13	13	16	343	266	295
XM_003554507.5	676.93	1195.6	1197.7	820.98	595.38	885.91	201.02	291.53	467.95	302.46	468.43	414.46	376.43	278.44	563.16	422.05	413.04	515.68	353.45	344.9	144.6	467.27	386	373.9	497.15	656.56	1840.65	226.76	332.42	304.67	278	170	255	454.49	621.27	616	225.92	263.64	328.06	495.61	434.27	365.11	266.91	252.83	264.29	318.81	328.51	307.52
XM_003554528.5	452.25	718.73	735.89	559.44	450.57	613.23	223.78	280.09	409	241.33	400.8	410.51	329.46	240.32	402.41	281.62	306.65	350.91	279.36	263.92	121.78	318.67	327.75	392.08	307.58	343.49	937.84	205.1	282.93	250.85	263.32	209	394	444.15	740.9	668.92	133.76	103.03	159.16	268.29	355.1	256.35	145.42	150.66	171.31	229.01	256.13	260.26
XM_003554543.5	78	144.57	171	123	117.66	183.42	53	67	113	51	85	68.56	114.63	83.27	224	92.24	102.67	112	96	144	66	109	106	82	63	93	304.09	63	95	86	115	73	114	87	125	132	35.54	58.59	57	127.79	100	112.91	85.62	73	80	111.56	110	111
XM_003554570.4	11	16	18	20.25	5	15	5	6	5	7	9	11	12	3	9	19	12	8	5	4	1	15	6	12	5	6.09	13	8	4	6	1	0	5	6	2	14	0	1	0	6	7	5	17	14	14	15	4	5
XM_003554581.5	1	5	4	1	3	9	0	2	1	1	2	2	3	4.73	5	3	4	0	1	3	1	2	1	5	25	17	48	14	22	34	21	18	30	4	9	14	12	7	3	13	7	15	0	2	3	6	7	1
XM_003554587.4	32.42	36	53	25	21	28	18	33	62	37	45.23	49	43	24.21	61.28	23	25	45	17	10	13	44	33	33	10.08	5	23	12.07	24	22	12	3	4	40	53	51	2	1	2	10	18	9	11.08	14	7	25	19.13	23
XM_003554591.5	183.4	353.06	316.42	219.84	163.14	232.99	108	126	203	101.42	181	154	144	109.37	193.56	141.44	185.41	205.38	178	153.44	79	165.42	176	135.46	247.39	264	754.82	212.07	276.99	268.52	106	100	119	137	269.46	196	89.2	89.62	118	146.47	215	134.47	98.4	83	119.36	92.35	110	134.86
XM_003554604.4	132	233	208	143	99	150	80	131	193	117	143	170	158	155	212	163	169	201	112	167	60	132	110	74	436	496	1368	95	146	172	49	18	39	37	70	86	44	44	57	67	93	74	17	17	27	88	66	88
XM_003554606.5	60	86	115	91	51	75	20	19	45	28	42	36	33	28	50	43	25	36	24	37	14	34	19	22	41	47	166	12	15	17	48	48	74	25	53	28	30	20	25	23	20	34	21	9	22	21	14	24
XM_003554610.4	163	306.55	309	290.53	168.51	170	84	126	193	132	173	164	122	90.23	121.75	97	106.87	134.45	84	83	20.4	114	69	89	128.35	127	383	68	62	66	118.36	59	126	117	188	149	77.09	76.72	78	198	146	137.39	130	101	133	105	124	102
XM_003554616.5	21	23.17	9	28.76	15.3	22	5	4	13	6	5	5	12	8	11	20.36	7	8	27	21	13	10	6	6	117.79	140	354.87	24.31	40.37	38	34	31	26	16	13	16	14.29	14.52	34.34	14	35.35	15.35	18.43	9	16	2	3	3
XM_003554650.4	30.61	59	54	39.68	24	43	11	9	28	18	40	26	26.47	30	46	25	18.84	31	25.88	29	2	44	16	12	31	53	129.92	18.22	28.22	27	101	55	89	28	47	52	25	29	39	18	27	8	36	55	77	20	16	17
XM_003554667.5	21	47	30.47	30.49	19.03	32.6	5	4	14	20	8	14	9.07	8	24	13	23	19	23	20	12	19	25	15.38	25.42	32	127.95	35.6	38	28	60	26	60	20	28	37	5	31	26	32.15	41.57	16.15	51	54	31	17	21	13
XM_003554669.5	450.55	665.08	646.67	531.52	411.07	528.57	209	296.57	375	268.54	401	342	339	256.67	497.55	299.58	351.15	411	395	392.5	157.07	457	347	384	346.59	450	1286	201.41	252	241.37	367	227	402	394	577	600	263.62	254.24	308.58	442.6	450.61	321.15	495.38	400.56	531.18	411	390	376
XM_003554681.5	1	0	0	0	2	1	0	0	5	1	2	1	1	0	0	0	1	1	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0	7	2	0	2	0	0	0	5	2	0	2	1	2	0	3
XM_003554696.5	382.61	566.79	538.77	683.23	518.24	465.84	309.05	408.45	799.49	485.95	676.02	549.88	562.42	431.43	782.49	513.54	452.94	526.41	295.31	342.12	101	412.37	323.81	335.67	297.05	311.25	788.39	544.08	787.52	728.82	365.15	102.39	203.32	253.76	435.68	414.04	120.29	133.97	127.94	458.67	350.4	325.64	323.83	247.08	393.32	586.9	528.48	524.54
XM_003554716.5	182.07	230.78	235.15	308.35	174.35	161.79	67.54	87	127	112	174.44	133.56	87.6	71.13	111.43	78.1	82.35	78.66	122	150.22	60.52	219.23	149	129.57	57.87	54.16	110	112.86	146.68	108.24	11	5	6	277.72	417	432	9	8	17.85	444.67	461.71	368.05	4	1	4.57	114.19	124.56	127.11
XM_003554728.5	85	144	111	85	67	65	33	31	37	24	43	29	33	28.97	59	14	16	19	14	26	9	22	24	22	7	8	25	12	12	10	7	6	8	29	57	47.92	3	2	8	47	45.95	32	18	10	23	22	24	32
XM_003554736.5	29.03	30.36	37.51	32.6	26.24	33.51	4.06	18.51	19.14	6.07	12.21	23.16	14.85	13.64	21.57	23.53	21.13	29.16	15.11	11	6	30.5	22.58	30.65	30.26	40.86	89.89	24.44	17.93	28	38.4	22.19	27	8	32	19	21.25	21.02	34	35.1	31.27	20.66	62.27	37.81	70.56	13.25	13	13
XM_003554765.5	60	99.85	120	68	56.81	80	33	32	62	40	55	50	23	11.74	47	25	29	30	17	19	15	34	24	27	48	45	123	7	8	10	8	6	4	11	28	32	14.79	24	27.88	33.79	28	37	9	11	8	13	19	22
XM_003554774.4	224.92	376.9	368	289.34	177.42	231	140.95	229.43	428	280.41	410	327	208.23	150.71	253.75	224.88	245.43	280	110	106	39	189.24	143	158	176	219	582.98	145.02	237	267.75	326	148	224	221	330	372	139.48	128.48	117	294.37	256	231.69	167.4	131.77	244.43	146	113.38	112
XM_003554779.5	20	42.25	38.94	34.22	31	26.19	16	12.24	21	9.18	18	15	16	10.18	14.68	10.06	9	23	20	17	6	14	13	12	25	27	122.25	0	14	12	27	23	33	42.32	52	48	30.73	17	27	17	25	31.3	9	11	30	8	5	3
XM_003554786.4	206.64	311.44	333.76	257.91	201.67	210.78	159	182.79	396.54	218.23	315.23	283.77	208.71	159.14	256.27	172.05	196.52	201.1	156	167.46	66.22	207.42	138.51	184.62	91.25	107	295.71	93.82	145.98	133.36	161.41	63	129	303	442.71	461.31	45.81	52.86	81.49	344.46	238.15	238.38	198.51	200.92	237.17	235.57	232.5	245.62
XM_003554787.5	14	11	8	10	7	7	2	4	5	3	15	6	3	5.08	10	6	10	9	1	1	0	8	7	2	0	1	5	3	6	4	0	0	0	1	4	5	0	0	0	2	6	3	0	0	0	4	1	2
XM_003554829.4	269.48	375	423	321.64	201	285.67	154	222	394	256	319	336	253	164.51	304.61	228	267	317	136	148.54	78	178	149	188	402.65	519	1378.67	235.13	325.58	360	645	250	447	152	223	223.06	214.33	204.59	214	178	160	116.19	413.31	367	498	148	138	153
XM_003554840.5	0	0	1	3	4	0	1	1	2	0	2	2	1	0	1	0	3	1	0	1	1	0	2	2	1	1	2	7	5	11	0	0	0	9	3	8	0	0	0	7	6	1	1	0	0	2	5	3
XM_003554846.5	80	116	158	114	74	99	55	63	64	69	81	66	29	11	24	22	24	28	20	9	11	28	12	23	14	15	60	9	9	14	0	0	1	5	10	7	1	3	9	25	37	19	1	0	0	19	27	33
XM_003554864.5	66	77	83	57	33	53	34	29	60	23	36	40	24	13	27	23	14	13	13	7	7	12	10	11	25	23	55	5	9	9	37	23	30	9	8	13	28	18	15	3	2	0	4	1	3	0	4	3
XM_003554888.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_003554889.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_003554975.5	5	5	10	10	8	3	0	2	3	3	5	6	0	0	6	0	1	4	0	2	0	5	1	5	0	0	0	0	1	0	0	0	0	3	0	3	0	0	0	2	0	0	0	0	0	0	1	0
XM_003554986.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_003555002.4	73	100	96	104	66	53	44	40	86	60	70	52	56	32.38	58	39	45	41	65	78	16	38	21	36	235	261	748	15	25	7	376.85	161	238	246	327	328	148.96	136	150	309	234	197	144	92	188	82.81	61	81
XM_003555022.5	140.64	307.13	312.57	219.33	200.92	257.08	138.49	147	225.38	135.67	204.35	194.78	200.46	141.49	260.42	178.61	205.07	233	280	225.57	102	269.5	230.47	222.47	141.72	144	376.55	127.67	169.64	206.95	158	90	142.51	220	330.46	313.5	61.01	27.11	69.56	144.79	196.46	104.45	96	79.45	127.5	186.07	200.69	203.65
XM_003555028.5	68	73	101	67.63	40	51	28	26	53	47	58	49	90	86	130	64	84	87	120	145	48	209	160	175	36	32	79	45	55	74	54	39	54	147	272	262	17	27	37	205	162	151	26	56	58	309	314	297
XM_003555032.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_003555116.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_003555202.4	0	2	1	1	0	5	1	1	0	6	1	2	6	0	6	4	0	3	0	1	0	2	9	1	0	3	9	1	0	3	20	8	12	22	56	31	0	0	1	13	8	6	11	15	21	21	22	24
XM_003555232.5	2	4	2	0	1	4	0	0	0	5	4	0	0	2	4	0	3	0	0	1	1	0	7	2	0	1	1	2	1	5	0	0	0	2	7	2	1	0	0	0	4	1	0	0	0	4	0	3
XM_003555240.5	79	140	118	79	58	83	31	59	56	25	42	36	24	16	35	29	16	18	22	22	9	24	20	27	24	22	83	7	12	7	16	1	0	27	48	38	4	4	5	47	62	44	1	1	1	15	23	15
XM_003555243.5	5.74	12.08	16.12	8.32	7.71	5	4	7.75	5	7.12	11.47	16	11.31	8.24	10.77	12.28	9.45	19.42	0	1.52	0	18	11.59	17	0	0	4	1.31	3.55	7	0	0	5	5	7	9	0	0	1	3	1	2.26	0	2	6	9	4.9	16.94
XM_003555250.4	93	157	159	206	112	145	56	66	138	103	144	116	173	139	266	239	233	281	315	281	122	395	276	326	41	52	167	149	194	210	29	14	26	226	412	384	16	11	17	248	256	205	26	25	27	190	190	202
XM_003555259.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_003555260.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_003555288.5	244.29	402.06	402.75	280.63	250.08	350.2	118.68	187.61	279.39	193	276.7	227.71	226.78	136.83	269.13	180.45	160	164.2	173.69	192.08	74	208.7	175.65	209	124.07	126	349.69	373.18	466.53	496.71	89	50	70	138	231.56	188	29.76	51.72	48.18	212.4	180.3	150.75	105	75.71	114	89.16	107.65	93.09
XM_003555301.5	0	0	0	0	0	0	0	0	0	1	1	2	0	1	1	0	2	0	0	3	0	0	0	0	4	5	14	0	0	0	4	7	4	0	0	0	1	1	2	0	0	0	0	0	1	1	0	0
XM_003555333.5	7	9	24	26	12	16	6	17	20	5	18	9	8	4	13	8	7	7	7	12	2	17	10	10	3	8	16	3	8	8	0	0	0	32	61	38	0	0	0	133	92	77	1	0	0	35	42.84	32
XM_003555335.4	1.36	8.78	3.19	1.77	5.43	1.17	12.21	6.45	18.93	5.18	9.5	5.39	17.58	10.92	20.04	5.84	10	14	21.42	27.21	11.98	11.23	20.5	16.51	19.06	11.06	16.79	12.42	4.53	23.67	102.75	68	122.59	14	24.84	42.04	16.5	17.23	22.15	33.14	15.7	18.68	13.13	9.4	15.88	85.39	87.45	79.39
XM_003555362.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_003555373.5	1	3	0	0	0	3	0	1	3	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	2	1	0	0	0	1	1	1	0	0	0
XM_003555378.5	114.39	168.13	137.51	151.03	80.29	86.33	42.35	50.33	79	48.76	102.43	85	24.17	24.14	22.12	31.06	26	35.24	38	26	13	56.31	21	36	28.78	37	97.81	3.19	6	4.05	83.37	49	72	130	217	193.43	161.74	162.2	167.84	303.16	226.09	234.97	214.62	169.45	270.6	83	67.74	79.29
XM_003555385.5	2	5	9	7	0	2	10	12	15	20	30	13	11	6.77	27	6	3	8	23	17	13	21	8	10	6	4	2	7	15	6	12	20	33	44	46	75	6	10	13	69	43	50	6	2	8	66.87	62	67
XM_003555389.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_003555390.5	20	38	34.27	23	12	18	7	6	10	18	14	13	3	1	15.6	8	9	6	15	12.46	4	9	18	14	33.31	18	86.23	0	6	7	119.19	83	166	25	25	17	37.87	35.71	56.77	38	24	23.35	24.17	31.07	48.04	5.25	8	8
XM_003555410.5	32	38	42	34	26	46	15	23	36	24	44	23	13	19.79	31	19	9	11	31	26	5	19	16	15	428	473	1360	8	13	35	1044	626	1062	24	29	25	369.24	436.84	441.58	33	23	29	445	360.96	605	18	19	29
